"";"area_code";"area";"item_code";"item";"year";"total_supply";"exports";"feed";"food";"imports";"losses";"other";"processing";"production";"seed";"stock_withdrawal";"stock_addition";"balancing";"unspecified"
"436272";113;"Kyrgyzstan";2747;"Silk";2013;150;0;0;0;0;0;150;0;150;0;0;0;0;NA
"436294";113;"Kyrgyzstan";2748;"Hides and skins";2013;50185;32553;0;0;28830;32;17599;1;21355;0;0;0;0;NA
"436316";113;"Kyrgyzstan";2749;"Meat Meal";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"436338";113;"Kyrgyzstan";2805;"Rice (Milled Equivalent)";2013;41427;374;0;40560;23271;360;0;0;18156;133;0;0;0;NA
"436365";113;"Kyrgyzstan";2818;"Sugar, Refined Equiv";2013;124377;659;0;158371;99537;1076;0;0;24840;0;35730;-35730;1;NA
"436388";113;"Kyrgyzstan";2848;"Milk - Excluding Butter";2013;1428872;20902;224052;1170171;20643;13747;0;0;1408229;0;0;0;0;NA
"436410";113;"Kyrgyzstan";2960;"Fish, Seafood";2013;13709;1;900;12807;13287;0;1;0;422;0;0;0;0;NA
"436463";114;"Kenya";328;"Seed cotton";2013;12873;NA;NA;NA;NA;NA;NA;12873;12873;NA;NA;NA;0;0
"436521";114;"Kenya";866;"Cattle";2013;2001599;2311;NA;NA;0;NA;NA;1999288;2001599;NA;NA;NA;0;NA
"436530";114;"Kenya";946;"Buffaloes";2013;1;0;NA;NA;1;NA;NA;1;NA;NA;NA;NA;0;NA
"436586";114;"Kenya";976;"Sheep";2013;3000305;0;NA;NA;3;NA;NA;3000305;3000302;NA;NA;NA;0;NA
"436645";114;"Kenya";1016;"Goats";2013;3500000;2600;NA;NA;198;NA;NA;3497400;3499802;NA;NA;NA;0;NA
"436704";114;"Kenya";1034;"Pigs";2013;280006;13;NA;NA;0;NA;NA;279993;280006;NA;NA;NA;0;NA
"436763";114;"Kenya";1096;"Horses";2013;44;29;NA;NA;44;NA;NA;15;NA;NA;NA;NA;0;NA
"436822";114;"Kenya";1107;"Asses";2013;1;0;NA;NA;1;NA;NA;1;NA;NA;NA;NA;0;NA
"436828";114;"Kenya";1110;"Mules";2013;63;2;NA;NA;63;NA;NA;61;NA;NA;NA;NA;0;NA
"436885";114;"Kenya";1126;"Camels";2013;219420;2420;NA;NA;NA;NA;NA;217000;219420;NA;NA;NA;0;NA
"436943";114;"Kenya";1140;"Rabbits and hares";2013;2550000;0;NA;NA;0;NA;NA;2550000;2550000;NA;NA;NA;0;NA
"437001";114;"Kenya";2029;"Poultry Birds";2013;21777000;4364000;NA;NA;329000;NA;NA;17413000;21448000;NA;NA;NA;0;NA
"437060";114;"Kenya";2511;"Wheat and products";2013;1577771;14531;0;1536998;1091925;31378;34359;0;485846;10505;50000;-50000;0;NA
"437118";114;"Kenya";2513;"Barley and products";2013;113259;12702;0;16478;35908;1553;0;80712;77351;1814;0;0;0;NA
"437176";114;"Kenya";2514;"Maize and products";2013;3503136;5746;115000;3379971;112195;73688;48224;19660;3390941;60846;2e+05;-2e+05;1;NA
"437234";114;"Kenya";2515;"Rye and products";2013;532;306;226;0;532;0;0;0;0;0;0;0;0;NA
"437287";114;"Kenya";2516;"Oats";2013;4292;56;691;2453;292;324;0;567;4000;200;0;0;1;NA
"437345";114;"Kenya";2517;"Millet and products";2013;72070;7;5766;42137;7968;8067;0;14332;64102;1761;0;0;0;NA
"437403";114;"Kenya";2518;"Sorghum and products";2013;242793;6127;24279;126443;104260;26859;0;55296;138533;3789;0;0;0;NA
"437461";114;"Kenya";2520;"Cereals, Other";2013;3409;9529;78;52;3409;0;0;0;0;0;6250;-6250;0;NA
"437514";114;"Kenya";2531;"Potatoes and products";2013;2194166;3096;0;1847598;1281;219365;2501;0;2192885;121606;0;0;0;NA
"437572";114;"Kenya";2532;"Cassava and products";2013;1116077;30;0;1079462;3657;33373;3211;1;1112420;0;0;0;0;NA
"437630";114;"Kenya";2533;"Sweet potatoes";2013;1150359;112;0;1035211;0;115036;0;0;1150359;0;0;0;0;NA
"437688";114;"Kenya";2534;"Roots, Other";2013;18820;38;0;16905;320;1877;0;0;18500;0;0;0;0;NA
"437746";114;"Kenya";2535;"Yams";2013;10417;0;0;9375;0;0;0;0;10417;1042;0;0;0;NA
"437804";114;"Kenya";2536;"Sugar cane";2013;5900000;2;0;1349998;0;0;0;4550000;5900000;0;0;0;0;NA
"437862";114;"Kenya";2537;"Sugar beet";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"437915";114;"Kenya";2541;"Sugar non-centrifugal";2013;41150;10181;0;20983;1150;0;0;9986;40000;0;0;0;0;NA
"437968";114;"Kenya";2543;"Sweeteners, Other";2013;21926;2861;0;19061;21926;0;0;14;0;0;10;-10;0;NA
"438021";114;"Kenya";2544;"Molasses";2013;152420;3502;47000;0;14420;36918;0;65000;138000;0;0;0;0;NA
"438075";114;"Kenya";2546;"Beans";2013;577029;43313;0;464671;47764;91804;0;0;529265;12241;35000;-35000;0;NA
"438133";114;"Kenya";2547;"Peas";2013;24180;10054;0;14126;24180;0;0;0;0;0;0;0;0;NA
"438186";114;"Kenya";2549;"Pulses, Other and products";2013;232573;22935;0;200005;4058;13645;0;0;228515;11005;15020;-15020;3;NA
"438244";114;"Kenya";2551;"Nuts and products";2013;56037;7211;0;47925;1722;901;0;0;54315;0;0;0;0;NA
"438302";114;"Kenya";2555;"Soyabeans";2013;9483;145;0;8684;6483;0;0;0;3000;654;0;0;0;NA
"438360";114;"Kenya";2556;"Groundnuts (Shelled Eq)";2013;26659;370;0;24692;9159;883;0;0;17500;714;0;0;0;NA
"438418";114;"Kenya";2557;"Sunflower seed";2013;14158;234;0;0;158;708;0;12796;14000;420;0;0;0;NA
"438476";114;"Kenya";2558;"Rape and Mustardseed";2013;108;1;0;106;108;0;0;0;0;0;0;0;1;NA
"438529";114;"Kenya";2559;"Cottonseed";2013;9837;0;0;0;1437;492;0;8445;8400;900;0;0;0;NA
"438583";114;"Kenya";2560;"Coconuts - Incl Copra";2013;125461;437;0;103756;461;6551;0;14717;125000;0;0;0;0;NA
"438641";114;"Kenya";2561;"Sesame seed";2013;22840;4213;0;17652;10640;685;0;0;12200;290;0;0;0;NA
"438699";114;"Kenya";2562;"Palm kernels";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"438752";114;"Kenya";2563;"Olives (including preserved)";2013;93;1;0;92;93;0;0;0;0;0;0;0;0;NA
"438805";114;"Kenya";2570;"Oilcrops, Other";2013;61865;13;20537;0;20665;0;5;41084;41200;225;0;0;1;NA
"438863";114;"Kenya";2571;"Soyabean Oil";2013;2256;706;0;1550;2256;0;0;0;0;0;0;0;0;NA
"438916";114;"Kenya";2572;"Groundnut Oil";2013;2;2;0;0;2;0;0;0;0;0;0;0;0;NA
"438969";114;"Kenya";2573;"Sunflowerseed Oil";2013;9534;840;0;8694;6335;0;0;0;3199;0;0;0;0;NA
"439023";114;"Kenya";2574;"Rape and Mustard Oil";2013;81;11;0;70;81;0;0;0;0;0;0;0;0;NA
"439076";114;"Kenya";2575;"Cottonseed Oil";2013;1253;0;0;1253;240;0;0;0;1013;0;0;0;0;NA
"439130";114;"Kenya";2576;"Palmkernel Oil";2013;9765;4;0;9761;9765;0;0;0;0;0;0;0;0;NA
"439183";114;"Kenya";2577;"Palm Oil";2013;604740;76620;0;198735;604740;0;331203;0;0;0;1818;-1818;0;NA
"439236";114;"Kenya";2578;"Coconut Oil";2013;4554;576;0;3978;296;0;0;0;4258;0;0;0;0;NA
"439290";114;"Kenya";2579;"Sesameseed Oil";2013;7;7;0;0;7;0;0;0;0;0;0;0;0;NA
"439343";114;"Kenya";2580;"Olive Oil";2013;455;85;0;370;455;0;0;0;0;0;0;0;0;NA
"439396";114;"Kenya";2582;"Maize Germ Oil";2013;19998;233;0;19765;6048;0;0;0;13950;0;0;0;0;NA
"439450";114;"Kenya";2586;"Oilcrops Oil, Other";2013;22256;3055;0;17429;6493;0;1772;20;15763;0;20;-20;0;NA
"439504";114;"Kenya";2590;"Soyabean Cake";2013;17170;28;17142;0;17170;0;0;0;0;0;0;0;0;NA
"439557";114;"Kenya";2591;"Groundnut Cake";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"439610";114;"Kenya";2592;"Sunflowerseed Cake";2013;12142;2;12140;0;4720;0;0;0;7422;0;0;0;0;NA
"439663";114;"Kenya";2593;"Rape and Mustard Cake";2013;170;0;0;0;170;0;170;0;0;0;0;0;0;NA
"439716";114;"Kenya";2594;"Cottonseed Cake";2013;29037;0;29037;0;24814;0;0;0;4223;0;0;0;0;NA
"439769";114;"Kenya";2595;"Palmkernel Cake";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"439822";114;"Kenya";2596;"Copra Cake";2013;2610;0;2610;0;0;0;0;0;2610;0;0;0;0;NA
"439875";114;"Kenya";2597;"Sesameseed Cake";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"439928";114;"Kenya";2598;"Oilseed Cakes, Other";2013;35232;36;35196;0;446;0;0;0;34786;0;0;0;0;NA
"439981";114;"Kenya";2601;"Tomatoes and products";2013;515792;1194;0;464150;12620;50447;0;0;503172;0;0;0;1;NA
"440039";114;"Kenya";2602;"Onions";2013;98055;2755;0;85494;11055;9806;0;0;87000;0;0;0;0;NA
"440097";114;"Kenya";2605;"Vegetables, Other";2013;1835364;96992;0;1676670;35656;72577;0;0;1799708;0;10875;-10875;0;NA
"440155";114;"Kenya";2611;"Oranges, Mandarines";2013;129345;4307;0;113398;12064;11640;0;0;117281;0;0;0;0;NA
"440213";114;"Kenya";2612;"Lemons, Limes and products";2013;16941;77;0;16864;563;0;0;0;16378;0;0;0;0;NA
"440271";114;"Kenya";2613;"Grapefruit and products";2013;2946;136;0;2669;146;141;0;0;2800;0;0;0;0;NA
"440329";114;"Kenya";2614;"Citrus, Other";2013;115626;824;0;103296;626;11506;0;0;115000;0;0;0;0;NA
"440382";114;"Kenya";2615;"Bananas";2013;1398316;20;0;1188549;162;209747;0;0;1398154;0;0;0;0;NA
"440440";114;"Kenya";2616;"Plantains";2013;31032;0;0;27616;32;3103;0;310;31000;0;0;0;3;NA
"440498";114;"Kenya";2617;"Apples and products";2013;16329;5295;0;11320;15329;0;0;0;1000;0;286;-286;0;NA
"440556";114;"Kenya";2618;"Pineapples and products";2013;129690;76920;0;68404;746;12937;0;0;128944;0;28571;-28571;0;NA
"440614";114;"Kenya";2619;"Dates";2013;3903;3;0;3900;2803;0;0;0;1100;0;0;0;0;NA
"440672";114;"Kenya";2620;"Grapes and products (excl wine)";2013;2431;35;0;2310;2431;0;86;0;0;0;0;0;0;NA
"440725";114;"Kenya";2625;"Fruits, Other";2013;1058445;93425;0;891683;12707;73171;0;233;1045738;0;67;-67;0;NA
"440783";114;"Kenya";2630;"Coffee and products";2013;42120;49151;0;3369;2320;0;0;0;39800;0;10400;-10400;0;NA
"440841";114;"Kenya";2633;"Cocoa Beans and products";2013;3894;681;0;3213;3894;0;0;0;0;0;0;0;0;NA
"440894";114;"Kenya";2635;"Tea (including mate)";2013;445334;449077;0;81257;12934;0;0;0;432400;0;85000;-85000;0;NA
"440952";114;"Kenya";2640;"Pepper";2013;335;217;0;118;90;0;0;0;245;0;0;0;0;NA
"441010";114;"Kenya";2641;"Pimento";2013;3097;97;0;2845;97;155;0;0;3000;0;0;0;0;NA
"441068";114;"Kenya";2642;"Cloves";2013;2091;378;0;1713;291;0;0;0;1800;0;0;0;0;NA
"441126";114;"Kenya";2645;"Spices, Other";2013;3927;2734;0;1993;2232;0;0;0;1695;0;800;-800;0;NA
"441184";114;"Kenya";2655;"Wine";2013;7347;1425;0;5922;7347;0;0;0;0;0;0;0;0;NA
"441237";114;"Kenya";2656;"Beer";2013;510580;48450;0;462130;3080;0;0;0;507500;0;0;0;0;NA
"441291";114;"Kenya";2657;"Beverages, Fermented";2013;348657;269;0;348336;408;52;0;0;348249;0;0;0;0;NA
"441344";114;"Kenya";2658;"Beverages, Alcoholic";2013;34390;9236;0;25154;6332;0;0;0;28058;0;0;0;0;NA
"441397";114;"Kenya";2659;"Alcohol, Non-Food";2013;34313;17124;0;0;2722;0;17189;0;31591;0;0;0;0;0
"441453";114;"Kenya";2661;"Cotton lint";2013;4230;5;0;0;80;0;4225;0;4150;0;0;0;0;NA
"441507";114;"Kenya";2662;"Jute";2013;677;677;0;0;677;0;0;0;0;0;0;0;0;NA
"441560";114;"Kenya";2664;"Soft-Fibres, Other";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"441613";114;"Kenya";2665;"Sisal";2013;29136;16655;0;0;1136;0;12481;0;28000;0;0;0;0;NA
"441671";114;"Kenya";2666;"Abaca";2013;50;0;0;0;0;0;50;0;50;0;0;0;0;NA
"441729";114;"Kenya";2667;"Hard Fibres, Other";2013;35;10;0;0;35;0;25;0;0;0;0;0;0;NA
"441782";114;"Kenya";2671;"Tobacco";2013;35006;10205;0;0;20006;0;24801;0;15000;0;0;0;0;NA
"441840";114;"Kenya";2672;"Rubber";2013;2123;28;0;0;2123;0;2095;0;0;0;0;0;0;NA
"441893";114;"Kenya";2731;"Bovine Meat";2013;425169;2134;0;423035;169;0;0;0;425000;0;0;0;0;NA
"441951";114;"Kenya";2732;"Mutton & Goat Meat";2013;84001;1590;0;82411;1;0;0;0;84000;0;0;0;0;NA
"442009";114;"Kenya";2733;"Pigmeat";2013;15631;2607;0;13024;231;0;0;0;15400;0;0;0;0;NA
"442067";114;"Kenya";2734;"Poultry Meat";2013;20917;26;0;20891;17;0;0;0;20900;0;0;0;0;NA
"442125";114;"Kenya";2735;"Meat, Other";2013;95665;2;0;95663;5;0;0;0;95660;0;0;0;0;NA
"442183";114;"Kenya";2736;"Offals, Edible";2013;72236;10;0;72226;1;0;0;0;72235;0;0;0;0;NA
"442236";114;"Kenya";2737;"Fats, Animals, Raw";2013;20798;443;0;24457;7166;0;1523;0;13632;0;5625;-5625;0;NA
"442289";114;"Kenya";2740;"Butter, Ghee";2013;15637;211;0;15426;87;0;0;0;15550;0;0;0;0;NA
"442342";114;"Kenya";2744;"Eggs";2013;98290;214;0;81654;290;14732;0;0;98000;1690;0;0;0;NA
"442395";114;"Kenya";2745;"Honey";2013;12090;32;0;12058;90;0;0;0;12000;0;0;0;0;NA
"442448";114;"Kenya";2746;"Wool (Clean Eq.)";2013;3400;2288;0;0;0;0;1112;0;3400;0;0;0;0;NA
"442501";114;"Kenya";2747;"Silk";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"442554";114;"Kenya";2748;"Hides and skins";2013;75970;6416;0;0;6990;3898;65656;0;68980;0;0;0;0;NA
"442607";114;"Kenya";2749;"Meat Meal";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"442660";114;"Kenya";2805;"Rice (Milled Equivalent)";2013;528757;1769;0;574125;430911;3670;711;0;97846;1419;52937;-52937;0;NA
"442718";114;"Kenya";2818;"Sugar, Refined Equiv";2013;739394;30628;0;602499;235418;0;0;10000;503976;0;-96265;96265;2;NA
"442772";114;"Kenya";2848;"Milk - Excluding Butter";2013;4996048;13895;426986;4207444;51948;341267;6456;0;4944100;0;0;0;0;NA
"442825";114;"Kenya";2960;"Fish, Seafood";2013;224867;31587;3552;189728;21360;0;0;0;203507;0;0;0;0;NA
"442848";115;"Cambodia";254;"Oil, palm fruit";2013;160000;NA;NA;NA;NA;NA;NA;160000;160000;NA;NA;NA;0;0
"442906";115;"Cambodia";328;"Seed cotton";2013;248;NA;NA;NA;NA;NA;NA;248;248;NA;NA;NA;0;0
"442964";115;"Cambodia";866;"Cattle";2013;530030;0;NA;NA;30;NA;NA;530030;530000;NA;NA;NA;0;NA
"443023";115;"Cambodia";946;"Buffaloes";2013;60000;0;NA;NA;NA;NA;NA;60000;60000;NA;NA;NA;0;NA
"443038";115;"Cambodia";1016;"Goats";2013;0;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;0;NA
"443093";115;"Cambodia";1034;"Pigs";2013;1832204;0;NA;NA;110566;NA;NA;1832204;1721638;NA;NA;NA;0;NA
"443106";115;"Cambodia";1096;"Horses";2013;0;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;0;NA
"443123";115;"Cambodia";1140;"Rabbits and hares";2013;0;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;0;NA
"443177";115;"Cambodia";2029;"Poultry Birds";2013;23651000;0;NA;NA;136000;NA;NA;23651000;23515000;NA;NA;NA;0;NA
"443236";115;"Cambodia";2511;"Wheat and products";2013;41869;6;0;41521;41869;340;0;0;0;0;0;0;2;NA
"443289";115;"Cambodia";2513;"Barley and products";2013;89728;0;0;4166;89728;0;0;85561;0;0;0;0;1;NA
"443342";115;"Cambodia";2514;"Maize and products";2013;948130;14551;324809;188816;21130;139204;180000;0;927000;10750;-90000;90000;0;NA
"443400";115;"Cambodia";2515;"Rye and products";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"443453";115;"Cambodia";2516;"Oats";2013;13;0;0;13;13;0;0;0;0;0;0;0;0;NA
"443506";115;"Cambodia";2517;"Millet and products";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"443559";115;"Cambodia";2518;"Sorghum and products";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"443612";115;"Cambodia";2520;"Cereals, Other";2013;1020;0;0;1020;1020;0;0;0;0;0;0;0;0;NA
"443665";115;"Cambodia";2531;"Potatoes and products";2013;1560;0;0;787;1560;0;773;0;0;0;0;0;0;NA
"443718";115;"Cambodia";2532;"Cassava and products";2013;8000196;254272;192;383316;196;8e+05;6562416;0;8e+06;0;0;0;0;NA
"443776";115;"Cambodia";2533;"Sweet potatoes";2013;55000;0;0;52250;0;2750;0;0;55000;0;0;0;0;NA
"443834";115;"Cambodia";2534;"Roots, Other";2013;37000;0;0;35150;0;1850;0;0;37000;0;0;0;0;NA
"443892";115;"Cambodia";2536;"Sugar cane";2013;6e+05;0;22000;120000;0;0;320000;93000;6e+05;45000;0;0;0;NA
"443950";115;"Cambodia";2543;"Sweeteners, Other";2013;14294;4383;0;9911;14294;0;0;0;0;0;0;0;0;NA
"444003";115;"Cambodia";2544;"Molasses";2013;5323;71841;0;0;208;0;0;3482;5115;0;70000;-70000;0;NA
"444057";115;"Cambodia";2546;"Beans";2013;76078;0;0;70435;78;3043;0;0;76000;2600;0;0;0;NA
"444115";115;"Cambodia";2547;"Peas";2013;294;0;0;294;294;0;0;0;0;0;0;0;0;NA
"444168";115;"Cambodia";2549;"Pulses, Other and products";2013;3774;0;0;3774;3774;0;0;0;0;0;0;0;0;NA
"444221";115;"Cambodia";2551;"Nuts and products";2013;4224;489;0;3285;1035;0;0;0;3189;0;-450;450;0;NA
"444279";115;"Cambodia";2555;"Soyabeans";2013;157124;4362;0;65542;124;3140;0;65000;157000;4080;-15000;15000;0;NA
"444337";115;"Cambodia";2556;"Groundnuts (Shelled Eq)";2013;19204;268;0;15565;24;384;0;1727;19180;1260;0;0;0;NA
"444395";115;"Cambodia";2557;"Sunflower seed";2013;4;0;0;4;4;0;0;0;0;0;0;0;0;NA
"444448";115;"Cambodia";2558;"Rape and Mustardseed";2013;23;0;0;23;23;0;0;0;0;0;0;0;0;NA
"444501";115;"Cambodia";2559;"Cottonseed";2013;173;3;0;0;0;0;164;0;173;6;0;0;0;NA
"444555";115;"Cambodia";2560;"Coconuts - Incl Copra";2013;74544;0;0;19544;3964;0;0;55000;70580;0;0;0;0;NA
"444613";115;"Cambodia";2561;"Sesame seed";2013;26000;44;0;34900;0;720;0;0;26000;336;10000;-10000;0;NA
"444671";115;"Cambodia";2562;"Palm kernels";2013;9600;0;0;0;0;0;0;9600;9600;0;0;0;0;NA
"444725";115;"Cambodia";2563;"Olives (including preserved)";2013;32;0;0;32;32;0;0;0;0;0;0;0;0;NA
"444778";115;"Cambodia";2570;"Oilcrops, Other";2013;2325;45;0;4;325;0;1167;1051;2000;58;0;0;0;NA
"444836";115;"Cambodia";2571;"Soyabean Oil";2013;12615;0;0;12615;915;0;0;0;11700;0;0;0;0;NA
"444890";115;"Cambodia";2572;"Groundnut Oil";2013;708;0;0;708;0;0;0;0;708;0;0;0;0;NA
"444944";115;"Cambodia";2573;"Sunflowerseed Oil";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"444997";115;"Cambodia";2574;"Rape and Mustard Oil";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"445050";115;"Cambodia";2576;"Palmkernel Oil";2013;4416;4291;0;125;0;0;0;0;4416;0;0;0;0;NA
"445104";115;"Cambodia";2577;"Palm Oil";2013;35237;21741;0;13538;3237;0;3;0;32000;0;45;-45;0;NA
"445158";115;"Cambodia";2578;"Coconut Oil";2013;10817;0;0;10817;21;0;0;0;10796;0;0;0;0;NA
"445212";115;"Cambodia";2579;"Sesameseed Oil";2013;12;0;0;12;12;0;0;0;0;0;0;0;0;NA
"445265";115;"Cambodia";2580;"Olive Oil";2013;353;0;0;353;353;0;0;0;0;0;0;0;0;NA
"445318";115;"Cambodia";2581;"Ricebran Oil";2013;11351;0;0;0;0;0;11351;0;11351;0;0;0;0;NA
"445371";115;"Cambodia";2582;"Maize Germ Oil";2013;2;0;0;2;2;0;0;0;0;0;0;0;0;NA
"445424";115;"Cambodia";2586;"Oilcrops Oil, Other";2013;11093;0;0;4255;10883;0;6838;0;210;0;0;0;0;NA
"445477";115;"Cambodia";2590;"Soyabean Cake";2013;83431;0;83431;0;30781;0;0;0;52650;0;0;0;0;NA
"445530";115;"Cambodia";2591;"Groundnut Cake";2013;915;0;915;0;0;0;0;0;915;0;0;0;0;NA
"445583";115;"Cambodia";2595;"Palmkernel Cake";2013;5184;0;5184;0;0;0;0;0;5184;0;0;0;0;NA
"445636";115;"Cambodia";2596;"Copra Cake";2013;5998;0;5998;0;0;0;0;0;5998;0;0;0;0;NA
"445689";115;"Cambodia";2598;"Oilseed Cakes, Other";2013;57386;0;57386;0;1;0;0;0;57385;0;0;0;0;NA
"445742";115;"Cambodia";2601;"Tomatoes and products";2013;304;0;0;304;304;0;0;0;0;0;0;0;0;NA
"445795";115;"Cambodia";2602;"Onions";2013;139;0;0;129;139;10;0;0;0;0;0;0;0;NA
"445848";115;"Cambodia";2605;"Vegetables, Other";2013;627170;116;0;565060;8102;62009;0;0;619068;0;15;-15;0;NA
"445906";115;"Cambodia";2611;"Oranges, Mandarines";2013;70404;0;0;64123;13876;6281;0;0;56528;0;0;0;0;NA
"445964";115;"Cambodia";2612;"Lemons, Limes and products";2013;2530;0;0;2277;658;253;0;0;1872;0;0;0;0;NA
"446022";115;"Cambodia";2613;"Grapefruit and products";2013;3670;0;0;3355;839;315;0;0;2831;0;0;0;0;NA
"446080";115;"Cambodia";2614;"Citrus, Other";2013;409;0;0;409;409;0;0;0;0;0;0;0;0;NA
"446133";115;"Cambodia";2615;"Bananas";2013;166322;0;0;158559;11063;7763;0;0;155259;0;0;0;0;NA
"446191";115;"Cambodia";2617;"Apples and products";2013;5017;0;0;5017;5017;0;0;0;0;0;0;0;0;NA
"446244";115;"Cambodia";2618;"Pineapples and products";2013;25951;0;0;23406;497;2545;0;0;25454;0;0;0;0;NA
"446302";115;"Cambodia";2619;"Dates";2013;105;0;0;105;105;0;0;0;0;0;0;0;0;NA
"446355";115;"Cambodia";2620;"Grapes and products (excl wine)";2013;1952;1;0;1951;1952;0;0;0;0;0;0;0;0;NA
"446408";115;"Cambodia";2625;"Fruits, Other";2013;152609;122;0;138037;13248;14450;0;0;139361;0;0;0;0;NA
"446466";115;"Cambodia";2630;"Coffee and products";2013;4328;0;0;4328;3968;0;0;0;360;0;0;0;0;NA
"446524";115;"Cambodia";2633;"Cocoa Beans and products";2013;212;0;0;212;212;0;0;0;0;0;0;0;0;NA
"446577";115;"Cambodia";2635;"Tea (including mate)";2013;262;0;0;262;262;0;0;0;0;0;0;0;0;NA
"446630";115;"Cambodia";2640;"Pepper";2013;2919;736;0;2183;421;0;0;0;2498;0;0;0;0;NA
"446688";115;"Cambodia";2641;"Pimento";2013;12190;0;0;11824;55;366;0;0;12135;0;0;0;0;NA
"446746";115;"Cambodia";2645;"Spices, Other";2013;51;45;0;6;51;0;0;0;0;0;0;0;0;NA
"446799";115;"Cambodia";2655;"Wine";2013;1462;0;0;1462;1462;0;0;0;0;0;0;0;0;NA
"446852";115;"Cambodia";2656;"Beer";2013;493328;611;0;492717;74077;0;0;0;419251;0;0;0;0;NA
"446906";115;"Cambodia";2657;"Beverages, Fermented";2013;47;84;0;3;47;0;0;0;0;0;40;-40;0;NA
"446959";115;"Cambodia";2658;"Beverages, Alcoholic";2013;25792;771;0;25021;2355;0;0;0;23437;0;0;0;0;NA
"447012";115;"Cambodia";2659;"Alcohol, Non-Food";2013;27;27;0;0;27;0;0;0;0;0;0;0;0;NA
"447068";115;"Cambodia";2661;"Cotton lint";2013;136;162;0;0;49;0;4;0;87;0;30;-30;0;NA
"447122";115;"Cambodia";2662;"Jute";2013;315;0;0;0;0;0;315;0;315;0;0;0;0;NA
"447180";115;"Cambodia";2664;"Soft-Fibres, Other";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"447233";115;"Cambodia";2667;"Hard Fibres, Other";2013;3650;0;0;0;0;0;3650;0;3650;0;0;0;0;NA
"447291";115;"Cambodia";2671;"Tobacco";2013;54945;3995;0;0;38945;0;50950;0;16000;0;0;0;0;NA
"447349";115;"Cambodia";2672;"Rubber";2013;43029;77826;0;0;29;0;203;0;43000;0;35000;-35000;0;NA
"447407";115;"Cambodia";2731;"Bovine Meat";2013;73479;0;0;73479;279;0;0;0;73200;0;0;0;0;NA
"447465";115;"Cambodia";2732;"Mutton & Goat Meat";2013;22;0;0;22;22;0;0;0;0;0;0;0;0;NA
"447518";115;"Cambodia";2733;"Pigmeat";2013;98684;0;0;98684;184;0;0;0;98500;0;0;0;0;NA
"447576";115;"Cambodia";2734;"Poultry Meat";2013;27817;0;0;27817;1167;0;0;0;26650;0;0;0;0;NA
"447634";115;"Cambodia";2735;"Meat, Other";2013;6;0;0;6;6;0;0;0;0;0;0;0;0;NA
"447687";115;"Cambodia";2736;"Offals, Edible";2013;20700;7;0;20693;90;0;0;0;20610;0;0;0;0;NA
"447740";115;"Cambodia";2737;"Fats, Animals, Raw";2013;11005;0;0;11005;705;0;0;0;10300;0;0;0;0;NA
"447793";115;"Cambodia";2740;"Butter, Ghee";2013;413;0;0;413;413;0;0;0;0;0;0;0;0;NA
"447846";115;"Cambodia";2744;"Eggs";2013;22176;0;0;20742;176;0;0;0;22000;1434;0;0;0;NA
"447899";115;"Cambodia";2745;"Honey";2013;8;1;0;7;8;0;0;0;0;0;0;0;0;NA
"447952";115;"Cambodia";2747;"Silk";2013;202;0;0;0;5;0;202;0;197;0;0;0;0;NA
"448005";115;"Cambodia";2748;"Hides and skins";2013;21791;1940;0;0;3911;1788;18138;0;17880;0;75;-75;0;NA
"448058";115;"Cambodia";2749;"Meat Meal";2013;1276;0;1276;0;1276;0;0;0;0;0;0;0;0;NA
"448111";115;"Cambodia";2805;"Rice (Milled Equivalent)";2013;6309760;376393;188431;2408033;46630;939475;2344922;0;6263130;206770;154264;-154264;0;NA
"448169";115;"Cambodia";2818;"Sugar, Refined Equiv";2013;65724;61603;0;252800;58364;0;0;30029;7360;0;278708;-278708;0;NA
"448223";115;"Cambodia";2848;"Milk - Excluding Butter";2013;53804;0;0;52462;30344;1342;0;0;23460;0;0;0;0;NA
"448276";115;"Cambodia";2960;"Fish, Seafood";2013;732008;33036;72000;626972;2610;0;0;0;729398;0;0;0;0;NA
"448329";116;"Democratic People's Republic of Korea";328;"Seed cotton";2013;39000;NA;NA;NA;NA;NA;NA;39000;39000;NA;NA;NA;0;0
