"Tabela 94 - Vacas ordenhadas"
"Variável - Vacas ordenhadas (Cabeças)"
"Nível";"Cód.";"Município";"Ano"
"MU";"4205308";"Faxinal dos Guedes (SC)";"6308"
"MU";"4205357";"Flor do Sertão (SC)";"2700"
"MU";"4205407";"Florianópolis (SC)";"790"
"MU";"4205431";"Formosa do Sul (SC)";"4200"
"MU";"4205456";"Forquilhinha (SC)";"3624"
"MU";"4205506";"Fraiburgo (SC)";"1100"
"MU";"4205555";"Frei Rogério (SC)";"900"
"MU";"4205605";"Galvão (SC)";"3495"
"MU";"4205704";"Garopaba (SC)";"540"
"MU";"4205803";"Garuva (SC)";"2070"
"MU";"4205902";"Gaspar (SC)";"1920"
"MU";"4206009";"Governador Celso Ramos (SC)";"2835"
"MU";"4206108";"Grão Pará (SC)";"6350"
"MU";"4206207";"Gravatal (SC)";"1612"
"MU";"4206306";"Guabiruba (SC)";"300"
"MU";"4206405";"Guaraciaba (SC)";"16500"
"MU";"4206504";"Guaramirim (SC)";"576"
"MU";"4206603";"Guarujá do Sul (SC)";"6900"
"MU";"4206652";"Guatambú (SC)";"3812"
"MU";"4206702";"Herval d'Oeste (SC)";"2280"
"MU";"4206751";"Ibiam (SC)";"800"
"MU";"4206801";"Ibicaré (SC)";"2045"
"MU";"4206900";"Ibirama (SC)";"1700"
"MU";"4207007";"Içara (SC)";"8694"
"MU";"4207106";"Ilhota (SC)";"3802"
"MU";"4207205";"Imaruí (SC)";"3020"
"MU";"4207304";"Imbituba (SC)";"1060"
"MU";"4207403";"Imbuia (SC)";"2350"
"MU";"4207502";"Indaial (SC)";"1080"
"MU";"4207577";"Iomerê (SC)";"2200"
"MU";"4207601";"Ipira (SC)";"5044"
"MU";"4207650";"Iporã do Oeste (SC)";"11000"
"MU";"4207684";"Ipuaçu (SC)";"4300"
"MU";"4207700";"Ipumirim (SC)";"7330"
"MU";"4207759";"Iraceminha (SC)";"6540"
"MU";"4207809";"Irani (SC)";"7050"
"MU";"4207858";"Irati (SC)";"3050"
"MU";"4207908";"Irineópolis (SC)";"2000"
"MU";"4208005";"Itá (SC)";"6410"
"MU";"4208104";"Itaiópolis (SC)";"2400"
"MU";"4208203";"Itajaí (SC)";"5540"
"MU";"4208302";"Itapema (SC)";"515"
"MU";"4208401";"Itapiranga (SC)";"16000"
"MU";"4208450";"Itapoá (SC)";"350"
"MU";"4208500";"Ituporanga (SC)";"5300"
"MU";"4208609";"Jaborá (SC)";"2620"
"MU";"4208708";"Jacinto Machado (SC)";"588"
"MU";"4208807";"Jaguaruna (SC)";"2770"
"MU";"4208906";"Jaraguá do Sul (SC)";"3882"
"MU";"4208955";"Jardinópolis (SC)";"2998"
"MU";"4209003";"Joaçaba (SC)";"2640"
"MU";"4209102";"Joinville (SC)";"10500"
"MU";"4209151";"José Boiteux (SC)";"1090"
"MU";"4209177";"Jupiá (SC)";"3500"
"MU";"4209201";"Lacerdópolis (SC)";"1670"
"MU";"4209300";"Lages (SC)";"7300"
"MU";"4209409";"Laguna (SC)";"1169"
"MU";"4209458";"Lajeado Grande (SC)";"3096"
"MU";"4209508";"Laurentino (SC)";"1900"
"MU";"4209607";"Lauro Müller (SC)";"2150"
"MU";"4209706";"Lebon Régis (SC)";"1300"
"MU";"4209805";"Leoberto Leal (SC)";"2600"
"MU";"4209854";"Lindóia do Sul (SC)";"8310"
"MU";"4209904";"Lontras (SC)";"2240"
"MU";"4210001";"Luiz Alves (SC)";"2544"
"MU";"4210035";"Luzerna (SC)";"1280"
"MU";"4210050";"Macieira (SC)";"400"
"MU";"4210100";"Mafra (SC)";"5000"
"MU";"4210209";"Major Gercino (SC)";"1200"
"MU";"4210308";"Major Vieira (SC)";"1800"
"MU";"4210407";"Maracajá (SC)";"210"
"MU";"4210506";"Maravilha (SC)";"6622"
"MU";"4210555";"Marema (SC)";"4989"
"MU";"4210605";"Massaranduba (SC)";"842"
"MU";"4210704";"Matos Costa (SC)";"420"
"MU";"4210803";"Meleiro (SC)";"514"
"MU";"4210852";"Mirim Doce (SC)";"1590"
"MU";"4210902";"Modelo (SC)";"4000"
"MU";"4211009";"Mondaí (SC)";"14844"
"MU";"4211058";"Monte Carlo (SC)";"425"
"MU";"4211108";"Monte Castelo (SC)";"1000"
"MU";"4211207";"Morro da Fumaça (SC)";"2991"
"MU";"4211256";"Morro Grande (SC)";"487"
"MU";"4211306";"Navegantes (SC)";"1650"
"MU";"4211405";"Nova Erechim (SC)";"4520"
"MU";"4211454";"Nova Itaberaba (SC)";"4547"
"MU";"4211504";"Nova Trento (SC)";"1000"
"MU";"4211603";"Nova Veneza (SC)";"5048"
"MU";"4211652";"Novo Horizonte (SC)";"5490"
"MU";"4211702";"Orleans (SC)";"4369"
"MU";"4211751";"Otacílio Costa (SC)";"937"
"MU";"4211801";"Ouro (SC)";"4651"
"MU";"4211850";"Ouro Verde (SC)";"2878"
"MU";"4211876";"Paial (SC)";"2510"
"MU";"4211892";"Painel (SC)";"600"
"MU";"4211900";"Palhoça (SC)";"2007"
"MU";"4212007";"Palma Sola (SC)";"6900"
"MU";"4212056";"Palmeira (SC)";"400"
"MU";"4212106";"Palmitos (SC)";"28160"
"MU";"4212205";"Papanduva (SC)";"2380"
"MU";"4212239";"Paraíso (SC)";"8000"
"MU";"4212254";"Passo de Torres (SC)";"173"
"MU";"4212270";"Passos Maia (SC)";"4390"
"MU";"4212304";"Paulo Lopes (SC)";"2704"
"MU";"4212403";"Pedras Grandes (SC)";"827"
"MU";"4212502";"Penha (SC)";"1508"
"MU";"4212601";"Peritiba (SC)";"4220"
"MU";"4212650";"Pescaria Brava (SC)";"394"
"MU";"4212700";"Petrolândia (SC)";"7500"
"MU";"4212809";"Balneário Piçarras (SC)";"1428"
"MU";"4212908";"Pinhalzinho (SC)";"9000"
"MU";"4213005";"Pinheiro Preto (SC)";"1097"
"MU";"4213104";"Piratuba (SC)";"3720"
"MU";"4213153";"Planalto Alegre (SC)";"2387"
"MU";"4213203";"Pomerode (SC)";"1710"
"MU";"4213302";"Ponte Alta (SC)";"2000"
"MU";"4213351";"Ponte Alta do Norte (SC)";"850"
"MU";"4213401";"Ponte Serrada (SC)";"3170"
"MU";"4213500";"Porto Belo (SC)";"1681"
"MU";"4213609";"Porto União (SC)";"3200"
"MU";"4213708";"Pouso Redondo (SC)";"6000"
"MU";"4213807";"Praia Grande (SC)";"185"
"MU";"4213906";"Presidente Castello Branco (SC)";"3085"
"MU";"4214003";"Presidente Getúlio (SC)";"7300"
"MU";"4214102";"Presidente Nereu (SC)";"900"
"MU";"4214151";"Princesa (SC)";"4400"
"MU";"4214201";"Quilombo (SC)";"13000"
"MU";"4214300";"Rancho Queimado (SC)";"798"
"MU";"4214409";"Rio das Antas (SC)";"1960"
"MU";"4214508";"Rio do Campo (SC)";"7000"
"MU";"4214607";"Rio do Oeste (SC)";"8500"
"MU";"4214706";"Rio dos Cedros (SC)";"1220"
"MU";"4214805";"Rio do Sul (SC)";"2460"
"MU";"4214904";"Rio Fortuna (SC)";"8618"
"MU";"4215000";"Rio Negrinho (SC)";"1090"
"MU";"4215059";"Rio Rufino (SC)";"1200"
"MU";"4215075";"Riqueza (SC)";"4580"
"MU";"4215109";"Rodeio (SC)";"820"
"MU";"4215208";"Romelândia (SC)";"11000"
"MU";"4215307";"Salete (SC)";"4650"
"MU";"4215356";"Saltinho (SC)";"4090"
"MU";"4215406";"Salto Veloso (SC)";"1500"
"MU";"4215455";"Sangão (SC)";"486"
"MU";"4215505";"Santa Cecília (SC)";"900"
"MU";"4215554";"Santa Helena (SC)";"4700"
"MU";"4215604";"Santa Rosa de Lima (SC)";"2570"
"MU";"4215653";"Santa Rosa do Sul (SC)";"657"
"MU";"4215679";"Santa Terezinha (SC)";"2700"
"MU";"4215687";"Santa Terezinha do Progresso (SC)";"4200"
"MU";"4215695";"Santiago do Sul (SC)";"2200"
"MU";"4215703";"Santo Amaro da Imperatriz (SC)";"2623"
"MU";"4215752";"São Bernardino (SC)";"5800"
"MU";"4215802";"São Bento do Sul (SC)";"1295"
"MU";"4215901";"São Bonifácio (SC)";"2750"
"MU";"4216008";"São Carlos (SC)";"12000"
"MU";"4216057";"São Cristóvão do Sul (SC)";"900"
"MU";"4216107";"São Domingos (SC)";"11800"
"MU";"4216206";"São Francisco do Sul (SC)";"880"
"MU";"4216255";"São João do Oeste (SC)";"12000"
"MU";"4216305";"São João Batista (SC)";"200"
"MU";"4216354";"São João do Itaperiú (SC)";"550"
"MU";"4216404";"São João do Sul (SC)";"320"
"MU";"4216503";"São Joaquim (SC)";"2240"
"MU";"4216602";"São José (SC)";"1500"
"MU";"4216701";"São José do Cedro (SC)";"14700"
"MU";"4216800";"São José do Cerrito (SC)";"1430"
"MU";"4216909";"São Lourenço do Oeste (SC)";"20000"
"MU";"4217006";"São Ludgero (SC)";"3600"
"MU";"4217105";"São Martinho (SC)";"4020"
"MU";"4217154";"São Miguel da Boa Vista (SC)";"3800"
"MU";"4217204";"São Miguel do Oeste (SC)";"5200"
"MU";"4217253";"São Pedro de Alcântara (SC)";"897"
"MU";"4217303";"Saudades (SC)";"10061"
"MU";"4217402";"Schroeder (SC)";"270"
"MU";"4217501";"Seara (SC)";"15610"
"MU";"4217550";"Serra Alta (SC)";"4184"
"MU";"4217600";"Siderópolis (SC)";"3289"
"MU";"4217709";"Sombrio (SC)";"712"
"MU";"4217758";"Sul Brasil (SC)";"4784"
"MU";"4217808";"Taió (SC)";"7000"
"MU";"4217907";"Tangará (SC)";"2300"
"MU";"4217956";"Tigrinhos (SC)";"3866"
"MU";"4218004";"Tijucas (SC)";"310"
"MU";"4218103";"Timbé do Sul (SC)";"260"
"MU";"4218202";"Timbó (SC)";"900"
"MU";"4218251";"Timbó Grande (SC)";"480"
"MU";"4218301";"Três Barras (SC)";"900"
"MU";"4218350";"Treviso (SC)";"1944"
"MU";"4218400";"Treze de Maio (SC)";"2075"
"MU";"4218509";"Treze Tílias (SC)";"3580"
"MU";"4218608";"Trombudo Central (SC)";"2000"
"MU";"4218707";"Tubarão (SC)";"4501"
"MU";"4218756";"Tunápolis (SC)";"11000"
"MU";"4218806";"Turvo (SC)";"410"
"MU";"4218855";"União do Oeste (SC)";"4236"
"MU";"4218905";"Urubici (SC)";"5960"
"MU";"4218954";"Urupema (SC)";"900"
"MU";"4219002";"Urussanga (SC)";"2130"
"MU";"4219101";"Vargeão (SC)";"3600"
"MU";"4219150";"Vargem (SC)";"1100"
"MU";"4219176";"Vargem Bonita (SC)";"1125"
"MU";"4219200";"Vidal Ramos (SC)";"3280"
"MU";"4219309";"Videira (SC)";"3850"
"MU";"4219358";"Vitor Meireles (SC)";"2630"
"MU";"4219408";"Witmarsum (SC)";"3900"
"MU";"4219507";"Xanxerê (SC)";"8886"
"MU";"4219606";"Xavantina (SC)";"13670"
"MU";"4219705";"Xaxim (SC)";"11211"
"MU";"4219853";"Zortéa (SC)";"1140"
"MU";"4220000";"Balneário Rincão (SC)";"..."
"MU";"4300034";"Aceguá (RS)";"9710"
"MU";"4300059";"Água Santa (RS)";"4250"
"MU";"4300109";"Agudo (RS)";"2980"
"MU";"4300208";"Ajuricaba (RS)";"8300"
"MU";"4300307";"Alecrim (RS)";"3162"
"MU";"4300406";"Alegrete (RS)";"10141"
"MU";"4300455";"Alegria (RS)";"3397"
"MU";"4300471";"Almirante Tamandaré do Sul (RS)";"3084"
"MU";"4300505";"Alpestre (RS)";"5571"
"MU";"4300554";"Alto Alegre (RS)";"2007"
"MU";"4300570";"Alto Feliz (RS)";"350"
"MU";"4300604";"Alvorada (RS)";"62"
"MU";"4300638";"Amaral Ferrador (RS)";"430"
"MU";"4300646";"Ametista do Sul (RS)";"2670"
"MU";"4300661";"André da Rocha (RS)";"800"
"MU";"4300703";"Anta Gorda (RS)";"6810"
"MU";"4300802";"Antônio Prado (RS)";"2340"
"MU";"4300851";"Arambaré (RS)";"118"
"MU";"4300877";"Araricá (RS)";"60"
"MU";"4300901";"Aratiba (RS)";"6880"
"MU";"4301008";"Arroio do Meio (RS)";"8000"
"MU";"4301057";"Arroio do Sal (RS)";"90"
"MU";"4301073";"Arroio do Padre (RS)";"1298"
"MU";"4301107";"Arroio dos Ratos (RS)";"400"
"MU";"4301206";"Arroio do Tigre (RS)";"4595"
"MU";"4301305";"Arroio Grande (RS)";"873"
"MU";"4301404";"Arvorezinha (RS)";"2930"
"MU";"4301503";"Augusto Pestana (RS)";"11000"
"MU";"4301552";"Áurea (RS)";"2250"
"MU";"4301602";"Bagé (RS)";"2652"
"MU";"4301636";"Balneário Pinhal (RS)";"..."
"MU";"4301651";"Barão (RS)";"2128"
"MU";"4301701";"Barão de Cotegipe (RS)";"6420"
"MU";"4301750";"Barão do Triunfo (RS)";"560"
"MU";"4301800";"Barracão (RS)";"2790"
"MU";"4301859";"Barra do Guarita (RS)";"1250"
"MU";"4301875";"Barra do Quaraí (RS)";"1080"
"MU";"4301909";"Barra do Ribeiro (RS)";"410"
"MU";"4301925";"Barra do Rio Azul (RS)";"4200"
"MU";"4301958";"Barra Funda (RS)";"2087"
"MU";"4302006";"Barros Cassal (RS)";"1500"
"MU";"4302055";"Benjamin Constant do Sul (RS)";"1250"
"MU";"4302105";"Bento Gonçalves (RS)";"2142"
"MU";"4302154";"Boa Vista das Missões (RS)";"2240"
"MU";"4302204";"Boa Vista do Buricá (RS)";"5497"
"MU";"4302220";"Boa Vista do Cadeado (RS)";"2600"
"MU";"4302238";"Boa Vista do Incra (RS)";"2500"
"MU";"4302253";"Boa Vista do Sul (RS)";"2240"
"MU";"4302303";"Bom Jesus (RS)";"9100"
"MU";"4302352";"Bom Princípio (RS)";"2700"
"MU";"4302378";"Bom Progresso (RS)";"1500"
"MU";"4302402";"Bom Retiro do Sul (RS)";"4000"
"MU";"4302451";"Boqueirão do Leão (RS)";"1450"
"MU";"4302501";"Bossoroca (RS)";"3830"
"MU";"4302584";"Bozano (RS)";"1850"
"MU";"4302600";"Braga (RS)";"1200"
"MU";"4302659";"Brochier (RS)";"1758"
"MU";"4302709";"Butiá (RS)";"600"
"MU";"4302808";"Caçapava do Sul (RS)";"4768"
"MU";"4302907";"Cacequi (RS)";"2760"
"MU";"4303004";"Cachoeira do Sul (RS)";"7096"
"MU";"4303103";"Cachoeirinha (RS)";"40"
"MU";"4303202";"Cacique Doble (RS)";"3050"
"MU";"4303301";"Caibaté (RS)";"3200"
"MU";"4303400";"Caiçara (RS)";"6100"
"MU";"4303509";"Camaquã (RS)";"1450"
"MU";"4303558";"Camargo (RS)";"3277"
"MU";"4303608";"Cambará do Sul (RS)";"400"
"MU";"4303673";"Campestre da Serra (RS)";"570"
"MU";"4303707";"Campina das Missões (RS)";"9100"
"MU";"4303806";"Campinas do Sul (RS)";"2980"
"MU";"4303905";"Campo Bom (RS)";"152"
"MU";"4304002";"Campo Novo (RS)";"1350"
"MU";"4304101";"Campos Borges (RS)";"1250"
"MU";"4304200";"Candelária (RS)";"4262"
"MU";"4304309";"Cândido Godói (RS)";"9100"
"MU";"4304358";"Candiota (RS)";"1601"
"MU";"4304408";"Canela (RS)";"500"
"MU";"4304507";"Canguçu (RS)";"14100"
"MU";"4304606";"Canoas (RS)";"28"
"MU";"4304614";"Canudos do Vale (RS)";"2380"
"MU";"4304622";"Capão Bonito do Sul (RS)";"610"
"MU";"4304630";"Capão da Canoa (RS)";"55"
"MU";"4304655";"Capão do Cipó (RS)";"2585"
"MU";"4304663";"Capão do Leão (RS)";"1600"
"MU";"4304671";"Capivari do Sul (RS)";"50"
"MU";"4304689";"Capela de Santana (RS)";"3610"
"MU";"4304697";"Capitão (RS)";"1840"
"MU";"4304705";"Carazinho (RS)";"1620"
"MU";"4304713";"Caraá (RS)";"420"
"MU";"4304804";"Carlos Barbosa (RS)";"4700"
"MU";"4304853";"Carlos Gomes (RS)";"1495"
"MU";"4304903";"Casca (RS)";"11110"
"MU";"4304952";"Caseiros (RS)";"1900"
"MU";"4305009";"Catuípe (RS)";"7200"
"MU";"4305108";"Caxias do Sul (RS)";"4959"
"MU";"4305116";"Centenário (RS)";"2480"
"MU";"4305124";"Cerrito (RS)";"3162"
"MU";"4305132";"Cerro Branco (RS)";"665"
"MU";"4305157";"Cerro Grande (RS)";"2500"
"MU";"4305173";"Cerro Grande do Sul (RS)";"440"
"MU";"4305207";"Cerro Largo (RS)";"6800"
"MU";"4305306";"Chapada (RS)";"15370"
"MU";"4305355";"Charqueadas (RS)";"380"
"MU";"4305371";"Charrua (RS)";"2600"
"MU";"4305405";"Chiapetta (RS)";"3700"
"MU";"4305439";"Chuí (RS)";"78"
"MU";"4305447";"Chuvisca (RS)";"410"
"MU";"4305454";"Cidreira (RS)";"30"
"MU";"4305504";"Ciríaco (RS)";"5498"
"MU";"4305587";"Colinas (RS)";"2010"
"MU";"4305603";"Colorado (RS)";"3762"
"MU";"4305702";"Condor (RS)";"4950"
"MU";"4305801";"Constantina (RS)";"6657"
"MU";"4305835";"Coqueiro Baixo (RS)";"2100"
"MU";"4305850";"Coqueiros do Sul (RS)";"4500"
"MU";"4305871";"Coronel Barros (RS)";"3000"
"MU";"4305900";"Coronel Bicaco (RS)";"5640"
"MU";"4305934";"Coronel Pilar (RS)";"876"
"MU";"4305959";"Cotiporã (RS)";"2235"
"MU";"4305975";"Coxilha (RS)";"3393"
"MU";"4306007";"Crissiumal (RS)";"12000"
"MU";"4306056";"Cristal (RS)";"860"
"MU";"4306072";"Cristal do Sul (RS)";"2050"
"MU";"4306106";"Cruz Alta (RS)";"2800"
"MU";"4306130";"Cruzaltense (RS)";"2759"
"MU";"4306205";"Cruzeiro do Sul (RS)";"4700"
"MU";"4306304";"David Canabarro (RS)";"5477"
"MU";"4306320";"Derrubadas (RS)";"4000"
"MU";"4306353";"Dezesseis de Novembro (RS)";"1700"
"MU";"4306379";"Dilermando de Aguiar (RS)";"1900"
"MU";"4306403";"Dois Irmãos (RS)";"418"
"MU";"4306429";"Dois Irmãos das Missões (RS)";"4612"
"MU";"4306452";"Dois Lajeados (RS)";"3100"
"MU";"4306502";"Dom Feliciano (RS)";"1150"
"MU";"4306551";"Dom Pedro de Alcântara (RS)";"125"
"MU";"4306601";"Dom Pedrito (RS)";"4900"
"MU";"4306700";"Dona Francisca (RS)";"720"
"MU";"4306734";"Doutor Maurício Cardoso (RS)";"3412"
"MU";"4306759";"Doutor Ricardo (RS)";"1300"
"MU";"4306767";"Eldorado do Sul (RS)";"7339"
"MU";"4306809";"Encantado (RS)";"1500"
"MU";"4306908";"Encruzilhada do Sul (RS)";"300"
"MU";"4306924";"Engenho Velho (RS)";"1150"
"MU";"4306932";"Entre-Ijuís (RS)";"5000"
"MU";"4306957";"Entre Rios do Sul (RS)";"1270"
"MU";"4306973";"Erebango (RS)";"1380"
"MU";"4307005";"Erechim (RS)";"5710"
"MU";"4307054";"Ernestina (RS)";"3507"
"MU";"4307104";"Herval (RS)";"761"
"MU";"4307203";"Erval Grande (RS)";"2533"
"MU";"4307302";"Erval Seco (RS)";"11020"
"MU";"4307401";"Esmeralda (RS)";"500"
"MU";"4307450";"Esperança do Sul (RS)";"4200"
"MU";"4307500";"Espumoso (RS)";"4200"
"MU";"4307559";"Estação (RS)";"1650"
"MU";"4307609";"Estância Velha (RS)";"253"
"MU";"4307708";"Esteio (RS)";"14"
"MU";"4307807";"Estrela (RS)";"8100"
"MU";"4307815";"Estrela Velha (RS)";"3854"
"MU";"4307831";"Eugênio de Castro (RS)";"2500"
"MU";"4307864";"Fagundes Varela (RS)";"2565"
"MU";"4307906";"Farroupilha (RS)";"3192"
"MU";"4308003";"Faxinal do Soturno (RS)";"1100"
"MU";"4308052";"Faxinalzinho (RS)";"1692"
"MU";"4308078";"Fazenda Vilanova (RS)";"1500"
"MU";"4308102";"Feliz (RS)";"1710"
"MU";"4308201";"Flores da Cunha (RS)";"824"
"MU";"4308250";"Floriano Peixoto (RS)";"1650"
"MU";"4308300";"Fontoura Xavier (RS)";"6582"
"MU";"4308409";"Formigueiro (RS)";"1150"
"MU";"4308433";"Forquetinha (RS)";"2300"
"MU";"4308458";"Fortaleza dos Valos (RS)";"3680"
"MU";"4308508";"Frederico Westphalen (RS)";"7850"
"MU";"4308607";"Garibaldi (RS)";"1070"
"MU";"4308656";"Garruchos (RS)";"2150"
"MU";"4308706";"Gaurama (RS)";"3200"
"MU";"4308805";"General Câmara (RS)";"660"
"MU";"4308854";"Gentil (RS)";"3150"
"MU";"4308904";"Getúlio Vargas (RS)";"3690"
"MU";"4309001";"Giruá (RS)";"7000"
"MU";"4309050";"Glorinha (RS)";"1200"
"MU";"4309100";"Gramado (RS)";"390"
"MU";"4309126";"Gramado dos Loureiros (RS)";"1010"
"MU";"4309159";"Gramado Xavier (RS)";"500"
"MU";"4309209";"Gravataí (RS)";"2300"
"MU";"4309258";"Guabiju (RS)";"3198"
"MU";"4309308";"Guaíba (RS)";"7297"
"MU";"4309407";"Guaporé (RS)";"6920"
"MU";"4309506";"Guarani das Missões (RS)";"5000"
"MU";"4309555";"Harmonia (RS)";"1610"
"MU";"4309571";"Herveiras (RS)";"650"
"MU";"4309605";"Horizontina (RS)";"4883"
"MU";"4309654";"Hulha Negra (RS)";"4634"
"MU";"4309704";"Humaitá (RS)";"5000"
"MU";"4309753";"Ibarama (RS)";"812"
"MU";"4309803";"Ibiaçá (RS)";"3840"
"MU";"4309902";"Ibiraiaras (RS)";"6500"
"MU";"4309951";"Ibirapuitã (RS)";"4575"
"MU";"4310009";"Ibirubá (RS)";"11255"
"MU";"4310108";"Igrejinha (RS)";"752"
"MU";"4310207";"Ijuí (RS)";"13200"
"MU";"4310306";"Ilópolis (RS)";"1150"
"MU";"4310330";"Imbé (RS)";"16"
"MU";"4310363";"Imigrante (RS)";"2500"
"MU";"4310405";"Independência (RS)";"4718"
"MU";"4310413";"Inhacorá (RS)";"1150"
"MU";"4310439";"Ipê (RS)";"3800"
"MU";"4310462";"Ipiranga do Sul (RS)";"2629"
"MU";"4310504";"Iraí (RS)";"4250"
"MU";"4310538";"Itaara (RS)";"795"
"MU";"4310553";"Itacurubi (RS)";"1758"
"MU";"4310579";"Itapuca (RS)";"930"
"MU";"4310603";"Itaqui (RS)";"2087"
"MU";"4310652";"Itati (RS)";"120"
"MU";"4310702";"Itatiba do Sul (RS)";"1780"
"MU";"4310751";"Ivorá (RS)";"1180"
"MU";"4310801";"Ivoti (RS)";"343"
"MU";"4310850";"Jaboticaba (RS)";"6020"
"MU";"4310876";"Jacuizinho (RS)";"1000"
"MU";"4310900";"Jacutinga (RS)";"1680"
"MU";"4311007";"Jaguarão (RS)";"1100"
"MU";"4311106";"Jaguari (RS)";"1850"
"MU";"4311122";"Jaquirana (RS)";"4900"
"MU";"4311130";"Jari (RS)";"417"
"MU";"4311155";"Jóia (RS)";"10600"
"MU";"4311205";"Júlio de Castilhos (RS)";"5635"
"MU";"4311239";"Lagoa Bonita do Sul (RS)";"461"
"MU";"4311254";"Lagoão (RS)";"1706"
"MU";"4311270";"Lagoa dos Três Cantos (RS)";"2200"
"MU";"4311304";"Lagoa Vermelha (RS)";"4610"
"MU";"4311403";"Lajeado (RS)";"1170"
"MU";"4311429";"Lajeado do Bugre (RS)";"1700"
"MU";"4311502";"Lavras do Sul (RS)";"2841"
"MU";"4311601";"Liberato Salzano (RS)";"7720"
"MU";"4311627";"Lindolfo Collor (RS)";"187"
"MU";"4311643";"Linha Nova (RS)";"239"
"MU";"4311700";"Machadinho (RS)";"3300"
"MU";"4311718";"Maçambará (RS)";"1278"
"MU";"4311734";"Mampituba (RS)";"180"
"MU";"4311759";"Manoel Viana (RS)";"1517"
"MU";"4311775";"Maquiné (RS)";"200"
"MU";"4311791";"Maratá (RS)";"1715"
"MU";"4311809";"Marau (RS)";"10608"
"MU";"4311908";"Marcelino Ramos (RS)";"5563"
"MU";"4311981";"Mariana Pimentel (RS)";"260"
"MU";"4312005";"Mariano Moro (RS)";"1880"
"MU";"4312054";"Marques de Souza (RS)";"3600"
"MU";"4312104";"Mata (RS)";"766"
"MU";"4312138";"Mato Castelhano (RS)";"2242"
"MU";"4312153";"Mato Leitão (RS)";"1340"
"MU";"4312179";"Mato Queimado (RS)";"3200"
"MU";"4312203";"Maximiliano de Almeida (RS)";"2950"
"MU";"4312252";"Minas do Leão (RS)";"30"
"MU";"4312302";"Miraguaí (RS)";"7360"
"MU";"4312351";"Montauri (RS)";"2850"
"MU";"4312377";"Monte Alegre dos Campos (RS)";"170"
"MU";"4312385";"Monte Belo do Sul (RS)";"454"
"MU";"4312401";"Montenegro (RS)";"7365"
"MU";"4312427";"Mormaço (RS)";"2232"
"MU";"4312443";"Morrinhos do Sul (RS)";"200"
"MU";"4312450";"Morro Redondo (RS)";"1955"
"MU";"4312476";"Morro Reuter (RS)";"427"
"MU";"4312500";"Mostardas (RS)";"2017"
"MU";"4312609";"Muçum (RS)";"900"
"MU";"4312617";"Muitos Capões (RS)";"900"
"MU";"4312625";"Muliterno (RS)";"2456"
"MU";"4312658";"Não-Me-Toque (RS)";"3600"
"MU";"4312674";"Nicolau Vergueiro (RS)";"2744"
"MU";"4312708";"Nonoai (RS)";"1820"
"MU";"4312757";"Nova Alvorada (RS)";"2900"
"MU";"4312807";"Nova Araçá (RS)";"2674"
"MU";"4312906";"Nova Bassano (RS)";"2234"
"MU";"4312955";"Nova Boa Vista (RS)";"3458"
"MU";"4313003";"Nova Bréscia (RS)";"1900"
"MU";"4313011";"Nova Candelária (RS)";"5526"
"MU";"4313037";"Nova Esperança do Sul (RS)";"1950"
"MU";"4313060";"Nova Hartz (RS)";"121"
"MU";"4313086";"Nova Pádua (RS)";"800"
"MU";"4313102";"Nova Palma (RS)";"2880"
"MU";"4313201";"Nova Petrópolis (RS)";"3200"
"MU";"4313300";"Nova Prata (RS)";"2597"
"MU";"4313334";"Nova Ramada (RS)";"3650"
"MU";"4313359";"Nova Roma do Sul (RS)";"2487"
"MU";"4313375";"Nova Santa Rita (RS)";"210"
"MU";"4313391";"Novo Cabrais (RS)";"1364"
"MU";"4313409";"Novo Hamburgo (RS)";"1149"
"MU";"4313425";"Novo Machado (RS)";"2372"
"MU";"4313441";"Novo Tiradentes (RS)";"2994"
"MU";"4313466";"Novo Xingu (RS)";"2500"
"MU";"4313490";"Novo Barreiro (RS)";"4004"
"MU";"4313508";"Osório (RS)";"250"
"MU";"4313607";"Paim Filho (RS)";"3550"
"MU";"4313656";"Palmares do Sul (RS)";"1400"
"MU";"4313706";"Palmeira das Missões (RS)";"13080"
"MU";"4313805";"Palmitinho (RS)";"5150"
"MU";"4313904";"Panambi (RS)";"5500"
"MU";"4313953";"Pantano Grande (RS)";"1000"
"MU";"4314001";"Paraí (RS)";"2881"
"MU";"4314027";"Paraíso do Sul (RS)";"1242"
"MU";"4314035";"Pareci Novo (RS)";"425"
"MU";"4314050";"Parobé (RS)";"320"
"MU";"4314068";"Passa Sete (RS)";"1358"
"MU";"4314076";"Passo do Sobrado (RS)";"1000"
"MU";"4314100";"Passo Fundo (RS)";"6436"
"MU";"4314134";"Paulo Bento (RS)";"1850"
"MU";"4314159";"Paverama (RS)";"2000"
"MU";"4314175";"Pedras Altas (RS)";"1886"
"MU";"4314209";"Pedro Osório (RS)";"395"
"MU";"4314308";"Pejuçara (RS)";"2250"
"MU";"4314407";"Pelotas (RS)";"7000"
"MU";"4314423";"Picada Café (RS)";"464"
"MU";"4314456";"Pinhal (RS)";"4780"
"MU";"4314464";"Pinhal da Serra (RS)";"680"
"MU";"4314472";"Pinhal Grande (RS)";"5010"
"MU";"4314498";"Pinheirinho do Vale (RS)";"4550"
"MU";"4314506";"Pinheiro Machado (RS)";"1968"
"MU";"4314548";"Pinto Bandeira (RS)";"740"
