"Tabela 94 - Vacas ordenhadas"
"Variável - Vacas ordenhadas (Cabeças)"
"Nível";"Cód.";"Município";"Ano"
"MU";"4314555";"Pirapó (RS)";"1920"
"MU";"4314605";"Piratini (RS)";"2400"
"MU";"4314704";"Planalto (RS)";"3550"
"MU";"4314753";"Poço das Antas (RS)";"700"
"MU";"4314779";"Pontão (RS)";"5260"
"MU";"4314787";"Ponte Preta (RS)";"2680"
"MU";"4314803";"Portão (RS)";"4410"
"MU";"4314902";"Porto Alegre (RS)";"3655"
"MU";"4315008";"Porto Lucena (RS)";"5640"
"MU";"4315057";"Porto Mauá (RS)";"2097"
"MU";"4315073";"Porto Vera Cruz (RS)";"1610"
"MU";"4315107";"Porto Xavier (RS)";"2680"
"MU";"4315131";"Pouso Novo (RS)";"2030"
"MU";"4315149";"Presidente Lucena (RS)";"269"
"MU";"4315156";"Progresso (RS)";"3200"
"MU";"4315172";"Protásio Alves (RS)";"1661"
"MU";"4315206";"Putinga (RS)";"4685"
"MU";"4315305";"Quaraí (RS)";"3648"
"MU";"4315313";"Quatro Irmãos (RS)";"1250"
"MU";"4315321";"Quevedos (RS)";"1817"
"MU";"4315354";"Quinze de Novembro (RS)";"5950"
"MU";"4315404";"Redentora (RS)";"7730"
"MU";"4315453";"Relvado (RS)";"2830"
"MU";"4315503";"Restinga Sêca (RS)";"3470"
"MU";"4315552";"Rio dos Índios (RS)";"1266"
"MU";"4315602";"Rio Grande (RS)";"3667"
"MU";"4315701";"Rio Pardo (RS)";"2600"
"MU";"4315750";"Riozinho (RS)";"466"
"MU";"4315800";"Roca Sales (RS)";"3300"
"MU";"4315909";"Rodeio Bonito (RS)";"2280"
"MU";"4315958";"Rolador (RS)";"2100"
"MU";"4316006";"Rolante (RS)";"2376"
"MU";"4316105";"Ronda Alta (RS)";"5772"
"MU";"4316204";"Rondinha (RS)";"8500"
"MU";"4316303";"Roque Gonzales (RS)";"5100"
"MU";"4316402";"Rosário do Sul (RS)";"3400"
"MU";"4316428";"Sagrada Família (RS)";"2292"
"MU";"4316436";"Saldanha Marinho (RS)";"3450"
"MU";"4316451";"Salto do Jacuí (RS)";"2230"
"MU";"4316477";"Salvador das Missões (RS)";"3890"
"MU";"4316501";"Salvador do Sul (RS)";"2750"
"MU";"4316600";"Sananduva (RS)";"15500"
"MU";"4316709";"Santa Bárbara do Sul (RS)";"3100"
"MU";"4316733";"Santa Cecília do Sul (RS)";"2500"
"MU";"4316758";"Santa Clara do Sul (RS)";"2900"
"MU";"4316808";"Santa Cruz do Sul (RS)";"2000"
"MU";"4316907";"Santa Maria (RS)";"7980"
"MU";"4316956";"Santa Maria do Herval (RS)";"900"
"MU";"4316972";"Santa Margarida do Sul (RS)";"1400"
"MU";"4317004";"Santana da Boa Vista (RS)";"2525"
"MU";"4317103";"Sant'Ana do Livramento (RS)";"8200"
"MU";"4317202";"Santa Rosa (RS)";"7928"
"MU";"4317251";"Santa Tereza (RS)";"436"
"MU";"4317301";"Santa Vitória do Palmar (RS)";"1743"
"MU";"4317400";"Santiago (RS)";"9115"
"MU";"4317509";"Santo Ângelo (RS)";"7000"
"MU";"4317558";"Santo Antônio do Palma (RS)";"2225"
"MU";"4317608";"Santo Antônio da Patrulha (RS)";"1200"
"MU";"4317707";"Santo Antônio das Missões (RS)";"6700"
"MU";"4317756";"Santo Antônio do Planalto (RS)";"1785"
"MU";"4317806";"Santo Augusto (RS)";"6000"
"MU";"4317905";"Santo Cristo (RS)";"15275"
"MU";"4317954";"Santo Expedito do Sul (RS)";"4350"
"MU";"4318002";"São Borja (RS)";"2457"
"MU";"4318051";"São Domingos do Sul (RS)";"2434"
"MU";"4318101";"São Francisco de Assis (RS)";"4670"
"MU";"4318200";"São Francisco de Paula (RS)";"20000"
"MU";"4318309";"São Gabriel (RS)";"4300"
"MU";"4318408";"São Jerônimo (RS)";"970"
"MU";"4318424";"São João da Urtiga (RS)";"4500"
"MU";"4318432";"São João do Polêsine (RS)";"1230"
"MU";"4318440";"São Jorge (RS)";"2918"
"MU";"4318457";"São José das Missões (RS)";"2991"
"MU";"4318465";"São José do Herval (RS)";"1599"
"MU";"4318481";"São José do Hortêncio (RS)";"380"
"MU";"4318499";"São José do Inhacorá (RS)";"3727"
"MU";"4318507";"São José do Norte (RS)";"1072"
"MU";"4318606";"São José do Ouro (RS)";"3700"
"MU";"4318614";"São José do Sul (RS)";"1425"
"MU";"4318622";"São José dos Ausentes (RS)";"7000"
"MU";"4318705";"São Leopoldo (RS)";"720"
"MU";"4318804";"São Lourenço do Sul (RS)";"14428"
"MU";"4318903";"São Luiz Gonzaga (RS)";"3000"
"MU";"4319000";"São Marcos (RS)";"961"
"MU";"4319109";"São Martinho (RS)";"5000"
"MU";"4319125";"São Martinho da Serra (RS)";"1070"
"MU";"4319158";"São Miguel das Missões (RS)";"3500"
"MU";"4319208";"São Nicolau (RS)";"1620"
"MU";"4319307";"São Paulo das Missões (RS)";"8050"
"MU";"4319356";"São Pedro da Serra (RS)";"1250"
"MU";"4319364";"São Pedro das Missões (RS)";"2301"
"MU";"4319372";"São Pedro do Butiá (RS)";"3910"
"MU";"4319406";"São Pedro do Sul (RS)";"2255"
"MU";"4319505";"São Sebastião do Caí (RS)";"2018"
"MU";"4319604";"São Sepé (RS)";"2778"
"MU";"4319703";"São Valentim (RS)";"3800"
"MU";"4319711";"São Valentim do Sul (RS)";"1850"
"MU";"4319737";"São Valério do Sul (RS)";"1250"
"MU";"4319752";"São Vendelino (RS)";"608"
"MU";"4319802";"São Vicente do Sul (RS)";"1733"
"MU";"4319901";"Sapiranga (RS)";"253"
"MU";"4320008";"Sapucaia do Sul (RS)";"32"
"MU";"4320107";"Sarandi (RS)";"5282"
"MU";"4320206";"Seberi (RS)";"7525"
"MU";"4320230";"Sede Nova (RS)";"3500"
"MU";"4320263";"Segredo (RS)";"1405"
"MU";"4320305";"Selbach (RS)";"4650"
"MU";"4320321";"Senador Salgado Filho (RS)";"4076"
"MU";"4320354";"Sentinela do Sul (RS)";"500"
"MU";"4320404";"Serafina Corrêa (RS)";"8500"
"MU";"4320453";"Sério (RS)";"1850"
"MU";"4320503";"Sertão (RS)";"6100"
"MU";"4320552";"Sertão Santana (RS)";"440"
"MU";"4320578";"Sete de Setembro (RS)";"1700"
"MU";"4320602";"Severiano de Almeida (RS)";"4500"
"MU";"4320651";"Silveira Martins (RS)";"990"
"MU";"4320677";"Sinimbu (RS)";"840"
"MU";"4320701";"Sobradinho (RS)";"1385"
"MU";"4320800";"Soledade (RS)";"7124"
"MU";"4320859";"Tabaí (RS)";"300"
"MU";"4320909";"Tapejara (RS)";"4400"
"MU";"4321006";"Tapera (RS)";"1900"
"MU";"4321105";"Tapes (RS)";"450"
"MU";"4321204";"Taquara (RS)";"4081"
"MU";"4321303";"Taquari (RS)";"478"
"MU";"4321329";"Taquaruçu do Sul (RS)";"3850"
"MU";"4321352";"Tavares (RS)";"1476"
"MU";"4321402";"Tenente Portela (RS)";"5100"
"MU";"4321436";"Terra de Areia (RS)";"260"
"MU";"4321451";"Teutônia (RS)";"8135"
"MU";"4321469";"Tio Hugo (RS)";"1820"
"MU";"4321477";"Tiradentes do Sul (RS)";"7200"
"MU";"4321493";"Toropi (RS)";"1065"
"MU";"4321501";"Torres (RS)";"85"
"MU";"4321600";"Tramandaí (RS)";"45"
"MU";"4321626";"Travesseiro (RS)";"2700"
"MU";"4321634";"Três Arroios (RS)";"3621"
"MU";"4321667";"Três Cachoeiras (RS)";"160"
"MU";"4321709";"Três Coroas (RS)";"566"
"MU";"4321808";"Três de Maio (RS)";"10486"
"MU";"4321832";"Três Forquilhas (RS)";"180"
"MU";"4321857";"Três Palmeiras (RS)";"4300"
"MU";"4321907";"Três Passos (RS)";"7200"
"MU";"4321956";"Trindade do Sul (RS)";"2600"
"MU";"4322004";"Triunfo (RS)";"1945"
"MU";"4322103";"Tucunduva (RS)";"3977"
"MU";"4322152";"Tunas (RS)";"1385"
"MU";"4322186";"Tupanci do Sul (RS)";"1700"
"MU";"4322202";"Tupanciretã (RS)";"5814"
"MU";"4322251";"Tupandi (RS)";"2600"
"MU";"4322301";"Tuparendi (RS)";"8320"
"MU";"4322327";"Turuçu (RS)";"1470"
"MU";"4322343";"Ubiretama (RS)";"3927"
"MU";"4322350";"União da Serra (RS)";"3960"
"MU";"4322376";"Unistalda (RS)";"810"
"MU";"4322400";"Uruguaiana (RS)";"7206"
"MU";"4322509";"Vacaria (RS)";"4200"
"MU";"4322525";"Vale Verde (RS)";"830"
"MU";"4322533";"Vale do Sol (RS)";"1700"
"MU";"4322541";"Vale Real (RS)";"100"
"MU";"4322558";"Vanini (RS)";"1573"
"MU";"4322608";"Venâncio Aires (RS)";"2443"
"MU";"4322707";"Vera Cruz (RS)";"5100"
"MU";"4322806";"Veranópolis (RS)";"3152"
"MU";"4322855";"Vespasiano Corrêa (RS)";"4415"
"MU";"4322905";"Viadutos (RS)";"5523"
"MU";"4323002";"Viamão (RS)";"4300"
"MU";"4323101";"Vicente Dutra (RS)";"3450"
"MU";"4323200";"Victor Graeff (RS)";"3378"
"MU";"4323309";"Vila Flores (RS)";"1285"
"MU";"4323358";"Vila Lângaro (RS)";"3110"
"MU";"4323408";"Vila Maria (RS)";"6428"
"MU";"4323457";"Vila Nova do Sul (RS)";"1142"
"MU";"4323507";"Vista Alegre (RS)";"4750"
"MU";"4323606";"Vista Alegre do Prata (RS)";"2833"
"MU";"4323705";"Vista Gaúcha (RS)";"3700"
"MU";"4323754";"Vitória das Missões (RS)";"2000"
"MU";"4323770";"Westfália (RS)";"3425"
"MU";"4323804";"Xangri-lá (RS)";"13"
"MU";"5000203";"Água Clara (MS)";"4957"
"MU";"5000252";"Alcinópolis (MS)";"3973"
"MU";"5000609";"Amambai (MS)";"6900"
"MU";"5000708";"Anastácio (MS)";"5685"
"MU";"5000807";"Anaurilândia (MS)";"6637"
"MU";"5000856";"Angélica (MS)";"2465"
"MU";"5000906";"Antônio João (MS)";"1290"
"MU";"5001003";"Aparecida do Taboado (MS)";"13735"
"MU";"5001102";"Aquidauana (MS)";"5233"
"MU";"5001243";"Aral Moreira (MS)";"2030"
"MU";"5001508";"Bandeirantes (MS)";"17602"
"MU";"5001904";"Bataguassu (MS)";"9729"
"MU";"5002001";"Batayporã (MS)";"4038"
"MU";"5002100";"Bela Vista (MS)";"6240"
"MU";"5002159";"Bodoquena (MS)";"2774"
"MU";"5002209";"Bonito (MS)";"5475"
"MU";"5002308";"Brasilândia (MS)";"5946"
"MU";"5002407";"Caarapó (MS)";"2353"
"MU";"5002605";"Camapuã (MS)";"16098"
"MU";"5002704";"Campo Grande (MS)";"22041"
"MU";"5002803";"Caracol (MS)";"2795"
"MU";"5002902";"Cassilândia (MS)";"8638"
"MU";"5002951";"Chapadão do Sul (MS)";"3613"
"MU";"5003108";"Corguinho (MS)";"7528"
"MU";"5003157";"Coronel Sapucaia (MS)";"1250"
"MU";"5003207";"Corumbá (MS)";"13835"
"MU";"5003256";"Costa Rica (MS)";"7228"
"MU";"5003306";"Coxim (MS)";"5270"
"MU";"5003454";"Deodápolis (MS)";"6480"
"MU";"5003488";"Dois Irmãos do Buriti (MS)";"3393"
"MU";"5003504";"Douradina (MS)";"1188"
"MU";"5003702";"Dourados (MS)";"15472"
"MU";"5003751";"Eldorado (MS)";"3135"
"MU";"5003801";"Fátima do Sul (MS)";"1626"
"MU";"5003900";"Figueirão (MS)";"8250"
"MU";"5004007";"Glória de Dourados (MS)";"6409"
"MU";"5004106";"Guia Lopes da Laguna (MS)";"3612"
"MU";"5004304";"Iguatemi (MS)";"10176"
"MU";"5004403";"Inocência (MS)";"10899"
"MU";"5004502";"Itaporã (MS)";"2716"
"MU";"5004601";"Itaquiraí (MS)";"20680"
"MU";"5004700";"Ivinhema (MS)";"10540"
"MU";"5004809";"Japorã (MS)";"5026"
"MU";"5004908";"Jaraguari (MS)";"11472"
"MU";"5005004";"Jardim (MS)";"2422"
"MU";"5005103";"Jateí (MS)";"4249"
"MU";"5005152";"Juti (MS)";"2129"
"MU";"5005202";"Ladário (MS)";"1198"
"MU";"5005251";"Laguna Carapã (MS)";"1560"
"MU";"5005400";"Maracaju (MS)";"2988"
"MU";"5005608";"Miranda (MS)";"3036"
"MU";"5005681";"Mundo Novo (MS)";"4155"
"MU";"5005707";"Naviraí (MS)";"3528"
"MU";"5005806";"Nioaque (MS)";"4285"
"MU";"5006002";"Nova Alvorada do Sul (MS)";"4819"
"MU";"5006200";"Nova Andradina (MS)";"14485"
"MU";"5006259";"Novo Horizonte do Sul (MS)";"6480"
"MU";"5006275";"Paraíso das Águas (MS)";"3796"
"MU";"5006309";"Paranaíba (MS)";"30576"
"MU";"5006358";"Paranhos (MS)";"1416"
"MU";"5006408";"Pedro Gomes (MS)";"3361"
"MU";"5006606";"Ponta Porã (MS)";"6130"
"MU";"5006903";"Porto Murtinho (MS)";"5103"
"MU";"5007109";"Ribas do Rio Pardo (MS)";"9380"
"MU";"5007208";"Rio Brilhante (MS)";"6640"
"MU";"5007307";"Rio Negro (MS)";"5873"
"MU";"5007406";"Rio Verde de Mato Grosso (MS)";"8494"
"MU";"5007505";"Rochedo (MS)";"7864"
"MU";"5007554";"Santa Rita do Pardo (MS)";"4682"
"MU";"5007695";"São Gabriel do Oeste (MS)";"10225"
"MU";"5007703";"Sete Quedas (MS)";"2384"
"MU";"5007802";"Selvíria (MS)";"5165"
"MU";"5007901";"Sidrolândia (MS)";"14364"
"MU";"5007935";"Sonora (MS)";"1244"
"MU";"5007950";"Tacuru (MS)";"5896"
"MU";"5007976";"Taquarussu (MS)";"1798"
"MU";"5008008";"Terenos (MS)";"9215"
"MU";"5008305";"Três Lagoas (MS)";"11728"
"MU";"5008404";"Vicentina (MS)";"2551"
"MU";"5100102";"Acorizal (MT)";"589"
"MU";"5100201";"Água Boa (MT)";"2100"
"MU";"5100250";"Alta Floresta (MT)";"10844"
"MU";"5100300";"Alto Araguaia (MT)";"6243"
"MU";"5100359";"Alto Boa Vista (MT)";"854"
"MU";"5100409";"Alto Garças (MT)";"1732"
"MU";"5100508";"Alto Paraguai (MT)";"1935"
"MU";"5100607";"Alto Taquari (MT)";"914"
"MU";"5100805";"Apiacás (MT)";"2475"
"MU";"5101001";"Araguaiana (MT)";"950"
"MU";"5101209";"Araguainha (MT)";"1026"
"MU";"5101258";"Araputanga (MT)";"9246"
"MU";"5101308";"Arenápolis (MT)";"3063"
"MU";"5101407";"Aripuanã (MT)";"3282"
"MU";"5101605";"Barão de Melgaço (MT)";"559"
"MU";"5101704";"Barra do Bugres (MT)";"2056"
"MU";"5101803";"Barra do Garças (MT)";"3015"
"MU";"5101852";"Bom Jesus do Araguaia (MT)";"2236"
"MU";"5101902";"Brasnorte (MT)";"800"
"MU";"5102504";"Cáceres (MT)";"8756"
"MU";"5102603";"Campinápolis (MT)";"13330"
"MU";"5102637";"Campo Novo do Parecis (MT)";"213"
"MU";"5102678";"Campo Verde (MT)";"3400"
"MU";"5102686";"Campos de Júlio (MT)";"331"
"MU";"5102694";"Canabrava do Norte (MT)";"3955"
"MU";"5102702";"Canarana (MT)";"2374"
"MU";"5102793";"Carlinda (MT)";"10073"
"MU";"5102850";"Castanheira (MT)";"8300"
"MU";"5103007";"Chapada dos Guimarães (MT)";"1050"
"MU";"5103056";"Cláudia (MT)";"325"
"MU";"5103106";"Cocalinho (MT)";"1241"
"MU";"5103205";"Colíder (MT)";"23490"
"MU";"5103254";"Colniza (MT)";"8026"
"MU";"5103304";"Comodoro (MT)";"9761"
"MU";"5103353";"Confresa (MT)";"7586"
"MU";"5103361";"Conquista D'Oeste (MT)";"4764"
"MU";"5103379";"Cotriguaçu (MT)";"2145"
"MU";"5103403";"Cuiabá (MT)";"875"
"MU";"5103437";"Curvelândia (MT)";"2871"
"MU";"5103452";"Denise (MT)";"1908"
"MU";"5103502";"Diamantino (MT)";"1522"
"MU";"5103601";"Dom Aquino (MT)";"6300"
"MU";"5103700";"Feliz Natal (MT)";"287"
"MU";"5103809";"Figueirópolis D'Oeste (MT)";"9099"
"MU";"5103858";"Gaúcha do Norte (MT)";"286"
"MU";"5103908";"General Carneiro (MT)";"2035"
"MU";"5103957";"Glória D'Oeste (MT)";"1828"
"MU";"5104104";"Guarantã do Norte (MT)";"17894"
"MU";"5104203";"Guiratinga (MT)";"3013"
"MU";"5104500";"Indiavaí (MT)";"1615"
"MU";"5104526";"Ipiranga do Norte (MT)";"1400"
"MU";"5104542";"Itanhangá (MT)";"688"
"MU";"5104559";"Itaúba (MT)";"945"
"MU";"5104609";"Itiquira (MT)";"3050"
"MU";"5104807";"Jaciara (MT)";"4400"
"MU";"5104906";"Jangada (MT)";"1241"
"MU";"5105002";"Jauru (MT)";"5402"
"MU";"5105101";"Juara (MT)";"4667"
"MU";"5105150";"Juína (MT)";"6300"
"MU";"5105176";"Juruena (MT)";"6672"
"MU";"5105200";"Juscimeira (MT)";"7150"
"MU";"5105234";"Lambari D'Oeste (MT)";"2484"
"MU";"5105259";"Lucas do Rio Verde (MT)";"1390"
"MU";"5105309";"Luciara (MT)";"216"
"MU";"5105507";"Vila Bela da Santíssima Trindade (MT)";"16073"
"MU";"5105580";"Marcelândia (MT)";"5100"
"MU";"5105606";"Matupá (MT)";"5248"
"MU";"5105622";"Mirassol d'Oeste (MT)";"8160"
"MU";"5105903";"Nobres (MT)";"615"
"MU";"5106000";"Nortelândia (MT)";"1050"
"MU";"5106109";"Nossa Senhora do Livramento (MT)";"1033"
"MU";"5106158";"Nova Bandeirantes (MT)";"4327"
"MU";"5106174";"Nova Nazaré (MT)";"2105"
"MU";"5106182";"Nova Lacerda (MT)";"4881"
"MU";"5106190";"Nova Santa Helena (MT)";"2214"
"MU";"5106208";"Nova Brasilândia (MT)";"1167"
"MU";"5106216";"Nova Canaã do Norte (MT)";"16576"
"MU";"5106224";"Nova Mutum (MT)";"1500"
"MU";"5106232";"Nova Olímpia (MT)";"1958"
"MU";"5106240";"Nova Ubiratã (MT)";"900"
"MU";"5106257";"Nova Xavantina (MT)";"10631"
"MU";"5106265";"Novo Mundo (MT)";"4694"
"MU";"5106273";"Novo Horizonte do Norte (MT)";"1980"
"MU";"5106281";"Novo São Joaquim (MT)";"2606"
"MU";"5106299";"Paranaíta (MT)";"6186"
"MU";"5106307";"Paranatinga (MT)";"1730"
"MU";"5106315";"Novo Santo Antônio (MT)";"304"
"MU";"5106372";"Pedra Preta (MT)";"5256"
"MU";"5106422";"Peixoto de Azevedo (MT)";"6011"
"MU";"5106455";"Planalto da Serra (MT)";"150"
"MU";"5106505";"Poconé (MT)";"2790"
"MU";"5106653";"Pontal do Araguaia (MT)";"1613"
"MU";"5106703";"Ponte Branca (MT)";"2243"
"MU";"5106752";"Pontes e Lacerda (MT)";"18481"
"MU";"5106778";"Porto Alegre do Norte (MT)";"4356"
"MU";"5106802";"Porto dos Gaúchos (MT)";"911"
"MU";"5106828";"Porto Esperidião (MT)";"11487"
"MU";"5106851";"Porto Estrela (MT)";"660"
"MU";"5107008";"Poxoréu (MT)";"9800"
"MU";"5107040";"Primavera do Leste (MT)";"1680"
"MU";"5107065";"Querência (MT)";"831"
"MU";"5107107";"São José dos Quatro Marcos (MT)";"3928"
"MU";"5107156";"Reserva do Cabaçal (MT)";"3063"
"MU";"5107180";"Ribeirão Cascalheira (MT)";"2700"
"MU";"5107198";"Ribeirãozinho (MT)";"2194"
"MU";"5107206";"Rio Branco (MT)";"1576"
"MU";"5107248";"Santa Carmem (MT)";"865"
"MU";"5107263";"Santo Afonso (MT)";"2251"
"MU";"5107297";"São José do Povo (MT)";"4129"
"MU";"5107305";"São José do Rio Claro (MT)";"1296"
"MU";"5107354";"São José do Xingu (MT)";"2401"
"MU";"5107404";"São Pedro da Cipa (MT)";"1930"
"MU";"5107578";"Rondolândia (MT)";"832"
"MU";"5107602";"Rondonópolis (MT)";"12580"
"MU";"5107701";"Rosário Oeste (MT)";"1434"
"MU";"5107743";"Santa Cruz do Xingu (MT)";"387"
"MU";"5107750";"Salto do Céu (MT)";"10196"
"MU";"5107768";"Santa Rita do Trivelato (MT)";"428"
"MU";"5107776";"Santa Terezinha (MT)";"559"
"MU";"5107792";"Santo Antônio do Leste (MT)";"1670"
"MU";"5107800";"Santo Antônio do Leverger (MT)";"1475"
"MU";"5107859";"São Félix do Araguaia (MT)";"1942"
"MU";"5107875";"Sapezal (MT)";"303"
"MU";"5107883";"Serra Nova Dourada (MT)";"267"
"MU";"5107909";"Sinop (MT)";"2327"
"MU";"5107925";"Sorriso (MT)";"1819"
"MU";"5107941";"Tabaporã (MT)";"1529"
"MU";"5107958";"Tangará da Serra (MT)";"2719"
"MU";"5108006";"Tapurah (MT)";"1222"
"MU";"5108055";"Terra Nova do Norte (MT)";"29180"
"MU";"5108105";"Tesouro (MT)";"1586"
"MU";"5108204";"Torixoréu (MT)";"3107"
"MU";"5108303";"União do Sul (MT)";"350"
"MU";"5108352";"Vale de São Domingos (MT)";"7195"
"MU";"5108402";"Várzea Grande (MT)";"641"
"MU";"5108501";"Vera (MT)";"279"
"MU";"5108600";"Vila Rica (MT)";"9177"
"MU";"5108808";"Nova Guarita (MT)";"5045"
"MU";"5108857";"Nova Marilândia (MT)";"902"
"MU";"5108907";"Nova Maringá (MT)";"262"
"MU";"5108956";"Nova Monte Verde (MT)";"5474"
"MU";"5200050";"Abadia de Goiás (GO)";"1700"
"MU";"5200100";"Abadiânia (GO)";"7400"
"MU";"5200134";"Acreúna (GO)";"6200"
"MU";"5200159";"Adelândia (GO)";"2970"
"MU";"5200175";"Água Fria de Goiás (GO)";"5777"
"MU";"5200209";"Água Limpa (GO)";"12000"
"MU";"5200258";"Águas Lindas de Goiás (GO)";"1110"
"MU";"5200308";"Alexânia (GO)";"10100"
"MU";"5200506";"Aloândia (GO)";"3200"
"MU";"5200555";"Alto Horizonte (GO)";"7000"
"MU";"5200605";"Alto Paraíso de Goiás (GO)";"3197"
"MU";"5200803";"Alvorada do Norte (GO)";"1300"
"MU";"5200829";"Amaralina (GO)";"10000"
"MU";"5200852";"Americano do Brasil (GO)";"4675"
"MU";"5200902";"Amorinópolis (GO)";"7500"
"MU";"5201108";"Anápolis (GO)";"10450"
"MU";"5201207";"Anhanguera (GO)";"950"
"MU";"5201306";"Anicuns (GO)";"22300"
"MU";"5201405";"Aparecida de Goiânia (GO)";"3150"
"MU";"5201454";"Aparecida do Rio Doce (GO)";"4120"
"MU";"5201504";"Aporé (GO)";"4970"
"MU";"5201603";"Araçu (GO)";"3967"
"MU";"5201702";"Aragarças (GO)";"2500"
"MU";"5201801";"Aragoiânia (GO)";"5000"
"MU";"5202155";"Araguapaz (GO)";"8200"
"MU";"5202353";"Arenópolis (GO)";"9500"
"MU";"5202502";"Aruanã (GO)";"2780"
"MU";"5202601";"Aurilândia (GO)";"7000"
"MU";"5202809";"Avelinópolis (GO)";"7840"
"MU";"5203104";"Baliza (GO)";"5800"
"MU";"5203203";"Barro Alto (GO)";"9000"
"MU";"5203302";"Bela Vista de Goiás (GO)";"29500"
"MU";"5203401";"Bom Jardim de Goiás (GO)";"14000"
"MU";"5203500";"Bom Jesus de Goiás (GO)";"7700"
"MU";"5203559";"Bonfinópolis (GO)";"2400"
"MU";"5203575";"Bonópolis (GO)";"8810"
"MU";"5203609";"Brazabrantes (GO)";"3197"
"MU";"5203807";"Britânia (GO)";"2400"
"MU";"5203906";"Buriti Alegre (GO)";"8250"
"MU";"5203939";"Buriti de Goiás (GO)";"4500"
"MU";"5203962";"Buritinópolis (GO)";"650"
"MU";"5204003";"Cabeceiras (GO)";"4537"
"MU";"5204102";"Cachoeira Alta (GO)";"13400"
"MU";"5204201";"Cachoeira de Goiás (GO)";"3300"
"MU";"5204250";"Cachoeira Dourada (GO)";"5100"
"MU";"5204300";"Caçu (GO)";"17000"
"MU";"5204409";"Caiapônia (GO)";"24400"
"MU";"5204508";"Caldas Novas (GO)";"17000"
"MU";"5204557";"Caldazinha (GO)";"6300"
"MU";"5204607";"Campestre de Goiás (GO)";"7400"
"MU";"5204656";"Campinaçu (GO)";"6950"
"MU";"5204706";"Campinorte (GO)";"6000"
"MU";"5204805";"Campo Alegre de Goiás (GO)";"14000"
"MU";"5204854";"Campo Limpo de Goiás (GO)";"3200"
"MU";"5204904";"Campos Belos (GO)";"4100"
"MU";"5204953";"Campos Verdes (GO)";"3800"
"MU";"5205000";"Carmo do Rio Verde (GO)";"12100"
"MU";"5205059";"Castelândia (GO)";"1600"
"MU";"5205109";"Catalão (GO)";"54000"
"MU";"5205208";"Caturaí (GO)";"3900"
"MU";"5205307";"Cavalcante (GO)";"3583"
"MU";"5205406";"Ceres (GO)";"5900"
"MU";"5205455";"Cezarina (GO)";"7400"
"MU";"5205471";"Chapadão do Céu (GO)";"490"
"MU";"5205497";"Cidade Ocidental (GO)";"2430"
"MU";"5205513";"Cocalzinho de Goiás (GO)";"17100"
"MU";"5205521";"Colinas do Sul (GO)";"3000"
"MU";"5205703";"Córrego do Ouro (GO)";"9200"
"MU";"5205802";"Corumbá de Goiás (GO)";"13720"
"MU";"5205901";"Corumbaíba (GO)";"33000"
"MU";"5206206";"Cristalina (GO)";"21256"
"MU";"5206305";"Cristianópolis (GO)";"4000"
"MU";"5206404";"Crixás (GO)";"22000"
"MU";"5206503";"Cromínia (GO)";"10100"
"MU";"5206602";"Cumari (GO)";"15000"
"MU";"5206701";"Damianópolis (GO)";"930"
"MU";"5206800";"Damolândia (GO)";"2715"
"MU";"5206909";"Davinópolis (GO)";"10000"
"MU";"5207105";"Diorama (GO)";"7300"
"MU";"5207253";"Doverlândia (GO)";"18000"
"MU";"5207352";"Edealina (GO)";"12800"
"MU";"5207402";"Edéia (GO)";"6300"
"MU";"5207501";"Estrela do Norte (GO)";"2244"
"MU";"5207535";"Faina (GO)";"17000"
"MU";"5207600";"Fazenda Nova (GO)";"16500"
"MU";"5207808";"Firminópolis (GO)";"8100"
"MU";"5207907";"Flores de Goiás (GO)";"10219"
"MU";"5208004";"Formosa (GO)";"29564"
"MU";"5208103";"Formoso (GO)";"6118"
"MU";"5208152";"Gameleira de Goiás (GO)";"6800"
"MU";"5208301";"Divinópolis de Goiás (GO)";"3200"
"MU";"5208400";"Goianápolis (GO)";"2300"
"MU";"5208509";"Goiandira (GO)";"9500"
"MU";"5208608";"Goianésia (GO)";"28000"
"MU";"5208707";"Goiânia (GO)";"2780"
"MU";"5208806";"Goianira (GO)";"3905"
"MU";"5208905";"Goiás (GO)";"23300"
"MU";"5209101";"Goiatuba (GO)";"30500"
"MU";"5209150";"Gouvelândia (GO)";"3400"
"MU";"5209200";"Guapó (GO)";"7800"
"MU";"5209291";"Guaraíta (GO)";"5000"
"MU";"5209408";"Guarani de Goiás (GO)";"1500"
"MU";"5209457";"Guarinos (GO)";"8000"
"MU";"5209606";"Heitoraí (GO)";"4000"
"MU";"5209705";"Hidrolândia (GO)";"12200"
"MU";"5209804";"Hidrolina (GO)";"6500"
"MU";"5209903";"Iaciara (GO)";"1100"
"MU";"5209937";"Inaciolândia (GO)";"7980"
"MU";"5209952";"Indiara (GO)";"8450"
"MU";"5210000";"Inhumas (GO)";"25000"
"MU";"5210109";"Ipameri (GO)";"51000"
"MU";"5210158";"Ipiranga de Goiás (GO)";"8000"
"MU";"5210208";"Iporá (GO)";"16900"
"MU";"5210307";"Israelândia (GO)";"4500"
"MU";"5210406";"Itaberaí (GO)";"37000"
"MU";"5210562";"Itaguari (GO)";"6150"
"MU";"5210604";"Itaguaru (GO)";"6000"
"MU";"5210802";"Itajá (GO)";"8000"
"MU";"5210901";"Itapaci (GO)";"19200"
"MU";"5211008";"Itapirapuã (GO)";"20000"
