"Tabela 3939 - Efetivo dos rebanhos, por tipo de rebanho"
"Variável - Efetivo dos rebanhos (Cabeças)"
"Nível";"Cód.";"Município";"Ano x Tipo de rebanho"
"Nível";"Cód.";"Município";"2013"
"Nível";"Cód.";"Município";"Bovino";"Bubalino";"Equino";"Suíno - total";"Suíno - matrizes de suínos";"Caprino";"Ovino";"Galináceos - total";"Galináceos - galinhas";"Codornas"
"MU";"4322541";"Vale Real (RS)";"690";"-";"22";"280";"40";"20";"-";"13200";"7200";"-"
"MU";"4322558";"Vanini (RS)";"2701";"-";"43";"7007";"500";"50";"114";"661530";"6400";"-"
"MU";"4322608";"Venâncio Aires (RS)";"41182";"169";"980";"51000";"3400";"382";"2083";"300000";"180000";"-"
"MU";"4322707";"Vera Cruz (RS)";"17011";"1";"499";"5116";"600";"154";"514";"50000";"36000";"-"
"MU";"4322806";"Veranópolis (RS)";"9610";"-";"503";"8072";"278";"142";"1012";"1304030";"142250";"121"
"MU";"4322855";"Vespasiano Corrêa (RS)";"8400";"-";"40";"19650";"100";"20";"365";"406300";"32200";"-"
"MU";"4322905";"Viadutos (RS)";"17214";"-";"92";"138184";"580";"123";"883";"604850";"47370";"10"
"MU";"4323002";"Viamão (RS)";"70136";"938";"5943";"3252";"524";"4268";"19222";"25000";"25000";"-"
"MU";"4323101";"Vicente Dutra (RS)";"15500";"-";"75";"5850";"870";"25";"230";"40500";"14000";"150"
"MU";"4323200";"Victor Graeff (RS)";"6261";"-";"111";"4595";"399";"400";"640";"223830";"15800";"-"
"MU";"4323309";"Vila Flores (RS)";"5962";"-";"91";"32927";"3426";"78";"769";"885600";"4324";"9"
"MU";"4323358";"Vila Lângaro (RS)";"5095";"-";"47";"7214";"814";"79";"297";"5972500";"33000";"-"
"MU";"4323408";"Vila Maria (RS)";"11900";"-";"31";"63200";"3950";"55";"705";"2821520";"315400";"-"
"MU";"4323457";"Vila Nova do Sul (RS)";"36474";"616";"1517";"1473";"395";"25";"12527";"10738";"7130";"25"
"MU";"4323507";"Vista Alegre (RS)";"8850";"-";"24";"37500";"4100";"37";"85";"58000";"12400";"40"
"MU";"4323606";"Vista Alegre do Prata (RS)";"4310";"-";"50";"24000";"5250";"150";"400";"960000";"5000";"90"
"MU";"4323705";"Vista Gaúcha (RS)";"8000";"-";"54";"40000";"6500";"25";"80";"270000";"6000";"80"
"MU";"4323754";"Vitória das Missões (RS)";"14800";"250";"1100";"3200";"450";"25";"700";"25000";"12000";"-"
"MU";"4323770";"Westfália (RS)";"6140";"-";"30";"27920";"1835";"90";"125";"2604700";"346300";"500"
"MU";"4323804";"Xangri-lá (RS)";"2524";"-";"145";"35";"3";"-";"51";"800";"450";"-"
"MU";"5000203";"Água Clara (MS)";"466960";"40";"5289";"2493";"317";"343";"7000";"299468";"125689";"-"
"MU";"5000252";"Alcinópolis (MS)";"311160";"77";"3455";"5100";"880";"255";"3810";"32050";"16510";"-"
"MU";"5000609";"Amambai (MS)";"357135";"377";"5140";"11800";"1920";"540";"12800";"425500";"22000";"-"
"MU";"5000708";"Anastácio (MS)";"283726";"359";"4010";"4010";"827";"425";"5569";"41420";"21260";"-"
"MU";"5000807";"Anaurilândia (MS)";"295514";"30";"4565";"1492";"282";"322";"7419";"12698";"7456";"-"
"MU";"5000856";"Angélica (MS)";"73665";"-";"1498";"1510";"327";"308";"1890";"12790";"5715";"-"
"MU";"5000906";"Antônio João (MS)";"68595";"8";"1565";"1675";"200";"180";"5815";"14050";"6720";"-"
"MU";"5001003";"Aparecida do Taboado (MS)";"169158";"221";"4058";"7125";"964";"320";"6429";"768349";"22425";"-"
"MU";"5001102";"Aquidauana (MS)";"782155";"552";"9669";"5406";"1503";"559";"12820";"53483";"24890";"-"
"MU";"5001243";"Aral Moreira (MS)";"46587";"-";"1060";"3380";"375";"110";"5400";"27500";"14100";"-"
"MU";"5001508";"Bandeirantes (MS)";"231275";"421";"3390";"10622";"450";"1850";"4087";"148652";"27560";"-"
"MU";"5001904";"Bataguassu (MS)";"188940";"121";"3915";"7835";"394";"538";"4342";"15668";"6085";"-"
"MU";"5002001";"Batayporã (MS)";"171117";"1452";"2850";"2510";"397";"160";"2710";"13090";"6022";"-"
"MU";"5002100";"Bela Vista (MS)";"465376";"330";"5665";"3825";"482";"661";"15163";"37252";"19733";"-"
"MU";"5002159";"Bodoquena (MS)";"156128";"219";"3475";"3216";"675";"854";"5115";"35870";"17210";"-"
"MU";"5002209";"Bonito (MS)";"373022";"172";"6168";"6965";"1143";"783";"11636";"52269";"29202";"-"
"MU";"5002308";"Brasilândia (MS)";"450255";"80";"6030";"108090";"10341";"404";"6496";"16610";"6250";"-"
"MU";"5002407";"Caarapó (MS)";"97136";"49";"2886";"21323";"2845";"332";"7812";"1447950";"8661";"-"
"MU";"5002605";"Camapuã (MS)";"566906";"102";"6910";"6556";"985";"480";"7510";"42100";"21050";"-"
"MU";"5002704";"Campo Grande (MS)";"554102";"124";"9640";"67465";"5236";"1897";"15932";"604665";"44976";"1750"
"MU";"5002803";"Caracol (MS)";"284907";"168";"3462";"2490";"246";"583";"10769";"24900";"9980";"-"
"MU";"5002902";"Cassilândia (MS)";"264790";"129";"4375";"8125";"1112";"289";"6892";"218720";"144689";"-"
"MU";"5002951";"Chapadão do Sul (MS)";"142010";"9";"2710";"6745";"845";"185";"5050";"24500";"9983";"-"
"MU";"5003108";"Corguinho (MS)";"204946";"34";"4228";"2558";"504";"250";"6387";"45214";"17992";"-"
"MU";"5003157";"Coronel Sapucaia (MS)";"81482";"36";"1560";"1790";"235";"180";"4250";"18000";"7500";"-"
"MU";"5003207";"Corumbá (MS)";"1802976";"3367";"28317";"14223";"2602";"2049";"19550";"64436";"35445";"-"
"MU";"5003256";"Costa Rica (MS)";"207090";"62";"4260";"6580";"1210";"250";"4800";"51200";"24533";"-"
"MU";"5003306";"Coxim (MS)";"492350";"257";"6532";"6987";"995";"288";"7487";"50165";"22690";"-"
"MU";"5003454";"Deodápolis (MS)";"88767";"15";"2452";"8688";"245";"183";"2647";"128646";"11655";"-"
"MU";"5003488";"Dois Irmãos do Buriti (MS)";"213589";"45";"3126";"4893";"864";"294";"4534";"712174";"16859";"-"
"MU";"5003504";"Douradina (MS)";"12488";"-";"420";"876";"132";"91";"778";"500290";"7885";"-"
"MU";"5003702";"Dourados (MS)";"162625";"2";"4504";"54982";"3565";"405";"14324";"2263997";"107917";"842"
"MU";"5003751";"Eldorado (MS)";"86364";"11";"1955";"1181";"190";"172";"2463";"63576";"38261";"-"
"MU";"5003801";"Fátima do Sul (MS)";"18102";"16";"795";"13278";"365";"124";"1490";"1049972";"11200";"-"
"MU";"5003900";"Figueirão (MS)";"188922";"55";"5395";"4292";"610";"326";"5160";"24200";"12354";"-"
"MU";"5004007";"Glória de Dourados (MS)";"67530";"10";"1780";"129335";"290";"173";"1494";"1078896";"9687";"-"
"MU";"5004106";"Guia Lopes da Laguna (MS)";"132203";"275";"2763";"5672";"795";"431";"4510";"51357";"18559";"-"
"MU";"5004304";"Iguatemi (MS)";"279317";"58";"4576";"1721";"343";"540";"6014";"29382";"7208";"-"
"MU";"5004403";"Inocência (MS)";"445060";"173";"6786";"7546";"1208";"510";"8945";"36496";"14392";"-"
"MU";"5004502";"Itaporã (MS)";"39421";"-";"1287";"107287";"1792";"169";"1770";"972132";"22367";"-"
"MU";"5004601";"Itaquiraí (MS)";"205850";"12";"4830";"3468";"595";"242";"1945";"1424726";"8680";"-"
"MU";"5004700";"Ivinhema (MS)";"182183";"10";"2650";"44634";"15517";"110";"7212";"39104";"21310";"-"
"MU";"5004809";"Japorã (MS)";"42436";"-";"1193";"1916";"143";"50";"712";"27086";"8311";"-"
"MU";"5004908";"Jaraguari (MS)";"180977";"382";"3290";"5216";"874";"320";"3083";"215364";"24022";"-"
"MU";"5005004";"Jardim (MS)";"201603";"150";"2891";"3253";"529";"334";"6520";"27290";"11998";"-"
"MU";"5005103";"Jateí (MS)";"147627";"48";"3139";"75002";"10169";"424";"4286";"178724";"10912";"-"
"MU";"5005152";"Juti (MS)";"103430";"-";"1890";"2300";"330";"255";"4500";"283400";"4830";"-"
"MU";"5005202";"Ladário (MS)";"8813";"-";"559";"893";"141";"799";"902";"6104";"3197";"-"
"MU";"5005251";"Laguna Carapã (MS)";"45803";"85";"1025";"7200";"590";"110";"2750";"305000";"22500";"-"
"MU";"5005400";"Maracaju (MS)";"205462";"54";"4367";"4699";"792";"216";"8020";"245413";"78803";"-"
"MU";"5005608";"Miranda (MS)";"353992";"459";"5791";"3485";"923";"605";"5212";"36914";"11921";"-"
"MU";"5005681";"Mundo Novo (MS)";"30975";"65";"1096";"2136";"208";"128";"1440";"24479";"10543";"-"
"MU";"5005707";"Naviraí (MS)";"210800";"-";"4770";"11500";"1480";"438";"4750";"42520";"30900";"-"
"MU";"5005806";"Nioaque (MS)";"394915";"172";"6478";"8537";"1210";"1285";"11879";"110344";"61125";"-"
"MU";"5006002";"Nova Alvorada do Sul (MS)";"216369";"79";"3312";"2652";"430";"609";"3589";"25655";"10410";"-"
"MU";"5006200";"Nova Andradina (MS)";"425853";"1456";"5787";"3280";"724";"485";"8480";"22780";"6010";"-"
"MU";"5006259";"Novo Horizonte do Sul (MS)";"73739";"-";"1215";"2010";"604";"189";"1724";"19410";"8400";"-"
"MU";"5006275";"Paraíso das Águas (MS)";"240000";"-";"2797";"2890";"445";"245";"4553";"27881";"13220";"-"
"MU";"5006309";"Paranaíba (MS)";"520657";"273";"10492";"13938";"1876";"760";"9645";"207640";"36940";"-"
"MU";"5006358";"Paranhos (MS)";"97151";"-";"1605";"1750";"230";"280";"2820";"17020";"8310";"-"
"MU";"5006408";"Pedro Gomes (MS)";"275669";"40";"3870";"3500";"630";"542";"4600";"35400";"17250";"-"
"MU";"5006606";"Ponta Porã (MS)";"180466";"38";"4450";"14000";"1500";"640";"17400";"250000";"28000";"-"
"MU";"5006903";"Porto Murtinho (MS)";"727167";"286";"8532";"3572";"854";"1648";"15197";"26137";"13975";"-"
"MU";"5007109";"Ribas do Rio Pardo (MS)";"1083004";"24";"10834";"4410";"648";"914";"15878";"37852";"18678";"-"
"MU";"5007208";"Rio Brilhante (MS)";"127388";"84";"3032";"3415";"710";"213";"4519";"246204";"39988";"-"
"MU";"5007307";"Rio Negro (MS)";"121111";"9";"2189";"2336";"483";"161";"2562";"18616";"9083";"-"
"MU";"5007406";"Rio Verde de Mato Grosso (MS)";"524624";"611";"8200";"4542";"760";"990";"14800";"35700";"22450";"-"
"MU";"5007505";"Rochedo (MS)";"143916";"145";"2426";"2260";"439";"228";"2989";"96853";"16753";"-"
"MU";"5007554";"Santa Rita do Pardo (MS)";"512972";"251";"6222";"3035";"448";"357";"8976";"19412";"7822";"-"
"MU";"5007695";"São Gabriel do Oeste (MS)";"216921";"-";"3383";"195981";"11464";"423";"6247";"140190";"92280";"-"
"MU";"5007703";"Sete Quedas (MS)";"85823";"-";"1515";"1435";"180";"112";"2995";"21030";"9315";"-"
"MU";"5007802";"Selvíria (MS)";"200818";"93";"4186";"2495";"484";"412";"3687";"19105";"7482";"-"
"MU";"5007901";"Sidrolândia (MS)";"289240";"37";"5390";"6815";"889";"790";"8212";"6371176";"513268";"330"
"MU";"5007935";"Sonora (MS)";"136963";"38";"1458";"1680";"340";"395";"2187";"22300";"7856";"-"
"MU";"5007950";"Tacuru (MS)";"210550";"9";"2790";"3175";"320";"210";"5250";"11200";"5200";"-"
"MU";"5007976";"Taquarussu (MS)";"89954";"4";"1480";"800";"178";"129";"1370";"7080";"2980";"-"
"MU";"5008008";"Terenos (MS)";"266803";"42";"4980";"9889";"1428";"350";"5432";"1742011";"865903";"120000"
"MU";"5008305";"Três Lagoas (MS)";"617368";"170";"9364";"5532";"785";"893";"14583";"39658";"16299";"-"
"MU";"5008404";"Vicentina (MS)";"24031";"-";"1125";"18354";"660";"135";"534";"521892";"11277";"-"
"MU";"5100102";"Acorizal (MT)";"45646";"-";"675";"675";"78";"28";"479";"18453";"12754";"-"
"MU";"5100201";"Água Boa (MT)";"416379";"141";"3101";"2239";"228";"1149";"2120";"23070";"7150";"-"
"MU";"5100250";"Alta Floresta (MT)";"828350";"400";"4112";"1686";"216";"544";"3424";"53467";"45680";"-"
"MU";"5100300";"Alto Araguaia (MT)";"160448";"9";"1822";"9039";"1667";"11";"2813";"29320";"18430";"-"
"MU";"5100359";"Alto Boa Vista (MT)";"34905";"10";"477";"452";"23";"9";"1663";"5500";"5027";"-"
"MU";"5100409";"Alto Garças (MT)";"67593";"58";"1101";"2459";"359";"222";"2430";"12777";"1871";"-"
"MU";"5100508";"Alto Paraguai (MT)";"63289";"-";"649";"1165";"240";"138";"4905";"29200";"11317";"-"
"MU";"5100607";"Alto Taquari (MT)";"18172";"-";"495";"1286";"265";"40";"546";"5632";"3352";"-"
"MU";"5100805";"Apiacás (MT)";"246644";"28";"1609";"523";"94";"158";"566";"22844";"15800";"-"
"MU";"5101001";"Araguaiana (MT)";"285412";"66";"1070";"288";"16";"298";"1038";"9452";"4230";"-"
"MU";"5101209";"Araguainha (MT)";"29343";"-";"371";"942";"174";"3";"615";"3963";"2828";"-"
"MU";"5101258";"Araputanga (MT)";"213148";"93";"2472";"1577";"460";"409";"1825";"30891";"20044";"-"
"MU";"5101308";"Arenápolis (MT)";"39414";"-";"604";"385";"77";"84";"718";"6400";"1370";"-"
"MU";"5101407";"Aripuanã (MT)";"478581";"-";"4073";"8072";"2310";"141";"2469";"81290";"36147";"-"
"MU";"5101605";"Barão de Melgaço (MT)";"149286";"171";"2615";"883";"87";"21";"263";"15069";"10392";"-"
"MU";"5101704";"Barra do Bugres (MT)";"242070";"409";"1960";"3957";"417";"40";"4198";"114253";"52565";"-"
"MU";"5101803";"Barra do Garças (MT)";"405199";"103";"2638";"2016";"187";"260";"3417";"21312";"9805";"-"
"MU";"5101852";"Bom Jesus do Araguaia (MT)";"135911";"271";"197";"850";"120";"-";"70";"2800";"2200";"-"
"MU";"5101902";"Brasnorte (MT)";"383058";"336";"2604";"8627";"991";"757";"3976";"30203";"15242";"-"
"MU";"5102504";"Cáceres (MT)";"980953";"806";"7402";"9612";"1599";"346";"10701";"91770";"56667";"-"
"MU";"5102603";"Campinápolis (MT)";"277857";"6";"2551";"4173";"626";"89";"963";"29499";"15179";"-"
"MU";"5102637";"Campo Novo do Parecis (MT)";"63767";"-";"494";"4260";"295";"145";"1805";"29203";"8611";"-"
"MU";"5102678";"Campo Verde (MT)";"74977";"16";"865";"50462";"9447";"94";"2073";"3830000";"1380000";"33430"
"MU";"5102686";"Campos de Júlio (MT)";"36548";"1";"258";"656";"119";"134";"663";"5445";"4288";"-"
"MU";"5102694";"Canabrava do Norte (MT)";"193501";"29";"2084";"2084";"450";"21";"176";"6471";"4314";"-"
"MU";"5102702";"Canarana (MT)";"299882";"6";"1641";"3551";"464";"23";"2186";"65000";"46000";"-"
"MU";"5102793";"Carlinda (MT)";"238373";"62";"1884";"1128";"60";"536";"918";"29186";"19800";"-"
"MU";"5102850";"Castanheira (MT)";"366466";"79";"2954";"5323";"1042";"83";"1154";"41140";"27704";"-"
"MU";"5103007";"Chapada dos Guimarães (MT)";"143695";"122";"1814";"2094";"107";"84";"2058";"514925";"306743";"-"
"MU";"5103056";"Cláudia (MT)";"36595";"-";"360";"1259";"256";"26";"1431";"16306";"10777";"-"
"MU";"5103106";"Cocalinho (MT)";"412745";"1362";"1586";"514";"13";"15";"1563";"10233";"4293";"-"
"MU";"5103205";"Colíder (MT)";"371625";"120";"2990";"1791";"326";"89";"2040";"30861";"21000";"-"
"MU";"5103254";"Colniza (MT)";"451129";"410";"7521";"10534";"3142";"166";"2258";"115039";"33807";"-"
"MU";"5103304";"Comodoro (MT)";"307942";"77";"2984";"2097";"314";"413";"4169";"35274";"27134";"-"
"MU";"5103353";"Confresa (MT)";"366556";"499";"1933";"1459";"167";"249";"1458";"8534";"5689";"-"
"MU";"5103361";"Conquista D'Oeste (MT)";"62274";"-";"730";"2088";"576";"-";"889";"8904";"6849";"-"
"MU";"5103379";"Cotriguaçu (MT)";"313639";"79";"2324";"12260";"1950";"95";"1703";"105307";"57182";"-"
"MU";"5103403";"Cuiabá (MT)";"104191";"98";"1174";"537";"78";"149";"1310";"4030";"2323";"-"
"MU";"5103437";"Curvelândia (MT)";"46248";"-";"459";"2017";"200";"-";"30";"19237";"9617";"-"
"MU";"5103452";"Denise (MT)";"59700";"-";"736";"2832";"238";"24";"801";"10915";"5031";"-"
"MU";"5103502";"Diamantino (MT)";"95246";"-";"716";"36979";"5936";"66";"904";"152680";"11472";"-"
"MU";"5103601";"Dom Aquino (MT)";"94780";"40";"1021";"286";"52";"-";"667";"30500";"2400";"-"
"MU";"5103700";"Feliz Natal (MT)";"19595";"596";"278";"1900";"430";"73";"850";"6850";"2800";"-"
"MU";"5103809";"Figueirópolis D'Oeste (MT)";"145264";"9";"1285";"1635";"210";"102";"1397";"13798";"10865";"-"
"MU";"5103858";"Gaúcha do Norte (MT)";"157865";"4";"577";"478";"36";"58";"418";"3722";"1725";"-"
"MU";"5103908";"General Carneiro (MT)";"101341";"27";"946";"1253";"146";"23";"418";"11074";"4580";"-"
"MU";"5103957";"Glória D'Oeste (MT)";"103684";"-";"776";"732";"190";"-";"898";"53637";"3637";"-"
"MU";"5104104";"Guarantã do Norte (MT)";"335060";"119";"6822";"3646";"887";"249";"481";"47377";"35474";"-"
"MU";"5104203";"Guiratinga (MT)";"146390";"24";"2189";"2012";"305";"15";"3012";"26577";"17360";"-"
"MU";"5104500";"Indiavaí (MT)";"71287";"-";"838";"526";"62";"85";"526";"9991";"4350";"-"
"MU";"5104526";"Ipiranga do Norte (MT)";"7174";"-";"239";"92900";"10500";"89";"2584";"7654";"3800";"-"
"MU";"5104542";"Itanhangá (MT)";"33417";"-";"565";"1714";"547";"61";"1300";"23000";"5600";"-"
"MU";"5104559";"Itaúba (MT)";"106825";"16";"417";"499";"111";"61";"389";"5200";"3145";"-"
"MU";"5104609";"Itiquira (MT)";"268525";"-";"1641";"21365";"3347";"783";"457";"21894";"15076";"-"
"MU";"5104807";"Jaciara (MT)";"72969";"34";"867";"2267";"339";"46";"1285";"205560";"45000";"-"
"MU";"5104906";"Jangada (MT)";"45877";"176";"1242";"3192";"958";"13";"523";"30777";"25340";"14"
"MU";"5105002";"Jauru (MT)";"197960";"23";"2210";"552";"130";"7";"1029";"22106";"17005";"-"
"MU";"5105101";"Juara (MT)";"952022";"270";"5541";"4347";"1250";"113";"5779";"57614";"38334";"-"
"MU";"5105150";"Juína (MT)";"624540";"71";"5313";"13190";"2599";"275";"3644";"108361";"54305";"-"
"MU";"5105176";"Juruena (MT)";"193428";"-";"1970";"5162";"1634";"493";"1086";"56979";"31304";"-"
"MU";"5105200";"Juscimeira (MT)";"164742";"67";"1649";"599";"57";"101";"724";"10000";"8607";"-"
"MU";"5105234";"Lambari D'Oeste (MT)";"125852";"-";"848";"610";"88";"37";"1054";"7862";"3931";"-"
"MU";"5105259";"Lucas do Rio Verde (MT)";"23226";"-";"264";"171414";"12500";"200";"2957";"3384419";"350000";"-"
"MU";"5105309";"Luciara (MT)";"44508";"-";"514";"193";"10";"60";"159";"2200";"1758";"-"
"MU";"5105507";"Vila Bela da Santíssima Trindade (MT)";"903313";"216";"6263";"8045";"1206";"290";"16073";"41834";"32180";"-"
"MU";"5105580";"Marcelândia (MT)";"199632";"9";"1494";"3800";"830";"292";"2691";"119078";"26763";"-"
"MU";"5105606";"Matupá (MT)";"248723";"47";"1868";"3100";"479";"110";"1685";"36839";"30250";"-"
"MU";"5105622";"Mirassol d'Oeste (MT)";"147322";"9";"1650";"1315";"150";"52";"1786";"504068";"60000";"-"
"MU";"5105903";"Nobres (MT)";"110591";"99";"1125";"4173";"920";"59";"758";"38920";"20970";"-"
"MU";"5106000";"Nortelândia (MT)";"44737";"22";"650";"476";"71";"-";"164";"29090";"7612";"-"
"MU";"5106109";"Nossa Senhora do Livramento (MT)";"157506";"580";"4660";"11199";"1058";"327";"392";"72648";"52502";"-"
"MU";"5106158";"Nova Bandeirantes (MT)";"461580";"36";"4527";"4600";"1850";"38";"490";"24107";"23100";"-"
"MU";"5106174";"Nova Nazaré (MT)";"76603";"3";"570";"617";"69";"-";"816";"9873";"6316";"-"
"MU";"5106182";"Nova Lacerda (MT)";"187298";"10";"1581";"1251";"137";"122";"2364";"19277";"14829";"-"
"MU";"5106190";"Nova Santa Helena (MT)";"127004";"30";"968";"979";"317";"98";"886";"6515";"4852";"-"
"MU";"5106208";"Nova Brasilândia (MT)";"139794";"437";"1532";"1344";"107";"10";"814";"14126";"1571";"-"
"MU";"5106216";"Nova Canaã do Norte (MT)";"424497";"174";"2536";"2544";"241";"367";"2857";"24807";"18000";"-"
"MU";"5106224";"Nova Mutum (MT)";"97052";"8";"1544";"138292";"12500";"198";"4759";"7599514";"776000";"-"
"MU";"5106232";"Nova Olímpia (MT)";"74120";"12";"643";"3877";"398";"58";"790";"23114";"11509";"-"
"MU";"5106240";"Nova Ubiratã (MT)";"72080";"27";"652";"2350";"794";"139";"2265";"12094";"10061";"-"
"MU";"5106257";"Nova Xavantina (MT)";"297498";"-";"1890";"1550";"149";"179";"2271";"48916";"30680";"-"
"MU";"5106265";"Novo Mundo (MT)";"373015";"105";"2845";"3354";"340";"181";"1874";"39971";"24949";"-"
"MU";"5106273";"Novo Horizonte do Norte (MT)";"100213";"21";"1098";"3043";"752";"297";"947";"31173";"17628";"-"
"MU";"5106281";"Novo São Joaquim (MT)";"243740";"6";"1102";"2085";"442";"118";"562";"30458";"17200";"-"
"MU";"5106299";"Paranaíta (MT)";"453715";"239";"897";"4234";"570";"135";"345";"59286";"41786";"-"
"MU";"5106307";"Paranatinga (MT)";"437578";"59";"4521";"3592";"267";"280";"3245";"34081";"2326";"-"
"MU";"5106315";"Novo Santo Antônio (MT)";"40417";"-";"624";"190";"27";"9";"115";"2100";"1909";"-"
"MU";"5106372";"Pedra Preta (MT)";"311406";"23";"2432";"18906";"1915";"72";"2774";"22985";"13319";"-"
"MU";"5106422";"Peixoto de Azevedo (MT)";"310291";"81";"2310";"2682";"484";"285";"1090";"30452";"25637";"-"
"MU";"5106455";"Planalto da Serra (MT)";"92136";"84";"1104";"487";"60";"36";"518";"4176";"2809";"-"
"MU";"5106505";"Poconé (MT)";"432090";"303";"9989";"6856";"924";"146";"1147";"54919";"20284";"-"
"MU";"5106653";"Pontal do Araguaia (MT)";"124231";"-";"1385";"1089";"314";"151";"2238";"13832";"9230";"-"
"MU";"5106703";"Ponte Branca (MT)";"28123";"17";"534";"1137";"257";"-";"710";"5709";"4047";"-"
"MU";"5106752";"Pontes e Lacerda (MT)";"643326";"54";"4821";"2391";"273";"441";"6746";"42762";"32894";"-"
"MU";"5106778";"Porto Alegre do Norte (MT)";"138619";"1724";"724";"647";"97";"80";"664";"8000";"4236";"-"
"MU";"5106802";"Porto dos Gaúchos (MT)";"159534";"8";"1148";"1237";"614";"188";"1778";"21437";"11000";"-"
"MU";"5106828";"Porto Esperidião (MT)";"524010";"339";"3832";"1486";"175";"147";"7041";"28600";"10774";"-"
"MU";"5106851";"Porto Estrela (MT)";"112412";"-";"1010";"1875";"162";"31";"1738";"22671";"11213";"-"
"MU";"5107008";"Poxoréu (MT)";"318485";"-";"3790";"15120";"4055";"399";"4332";"1510000";"1200000";"-"
"MU";"5107040";"Primavera do Leste (MT)";"50680";"32";"54";"9681";"2396";"185";"2429";"4520000";"3527000";"-"
"MU";"5107065";"Querência (MT)";"131392";"10";"1366";"1312";"193";"341";"2266";"50763";"18274";"-"
"MU";"5107107";"São José dos Quatro Marcos (MT)";"199532";"288";"975";"866";"102";"124";"753";"25838";"11919";"-"
"MU";"5107156";"Reserva do Cabaçal (MT)";"36564";"-";"608";"430";"60";"5";"608";"374400";"5450";"-"
"MU";"5107180";"Ribeirão Cascalheira (MT)";"282372";"60";"1525";"1550";"309";"338";"884";"12940";"3570";"-"
"MU";"5107198";"Ribeirãozinho (MT)";"36337";"195";"660";"1740";"176";"-";"650";"6976";"3945";"-"
"MU";"5107206";"Rio Branco (MT)";"57651";"36";"371";"1235";"112";"8";"139";"7334";"2504";"-"
"MU";"5107248";"Santa Carmem (MT)";"30665";"-";"295";"6810";"1543";"19";"678";"11092";"8590";"-"
"MU";"5107263";"Santo Afonso (MT)";"89990";"-";"963";"2445";"258";"33";"267";"13498";"4581";"-"
"MU";"5107297";"São José do Povo (MT)";"76144";"47";"944";"1870";"385";"61";"1550";"2500";"1781";"-"
"MU";"5107305";"São José do Rio Claro (MT)";"122453";"-";"1049";"954";"143";"137";"1206";"168000";"23595";"-"
"MU";"5107354";"São José do Xingu (MT)";"336435";"36";"951";"223";"35";"83";"893";"2500";"1486";"-"
"MU";"5107404";"São Pedro da Cipa (MT)";"15942";"5";"195";"193";"6";"-";"25";"2100";"1667";"-"
"MU";"5107578";"Rondolândia (MT)";"273066";"32";"879";"1080";"395";"6";"730";"9753";"7802";"-"
"MU";"5107602";"Rondonópolis (MT)";"307448";"2375";"3467";"23500";"2100";"87";"3134";"49144";"10830";"-"
"MU";"5107701";"Rosário Oeste (MT)";"211434";"49";"3275";"18780";"1550";"270";"2221";"90608";"35732";"-"
"MU";"5107743";"Santa Cruz do Xingu (MT)";"112757";"5";"255";"174";"94";"250";"1003";"1297";"865";"-"
"MU";"5107750";"Salto do Céu (MT)";"138194";"-";"1531";"1714";"202";"-";"677";"17212";"8606";"-"
"MU";"5107768";"Santa Rita do Trivelato (MT)";"21656";"-";"298";"23904";"3811";"64";"2774";"2587";"657";"-"
"MU";"5107776";"Santa Terezinha (MT)";"187673";"31";"1228";"547";"294";"-";"1662";"8000";"4095";"-"
"MU";"5107792";"Santo Antônio do Leste (MT)";"46275";"-";"624";"1019";"169";"151";"1509";"4100";"2021";"-"
"MU";"5107800";"Santo Antônio do Leverger (MT)";"490032";"126";"4235";"4850";"682";"70";"4769";"122364";"23178";"-"
"MU";"5107859";"São Félix do Araguaia (MT)";"226078";"18";"2185";"1418";"136";"157";"1204";"18000";"16836";"-"
"MU";"5107875";"Sapezal (MT)";"60082";"-";"420";"3197";"290";"193";"3576";"8917";"6798";"-"
"MU";"5107883";"Serra Nova Dourada (MT)";"59969";"31";"549";"555";"51";"46";"745";"6100";"5704";"-"
"MU";"5107909";"Sinop (MT)";"48192";"9";"1299";"55423";"8294";"73";"2409";"551896";"47067";"-"
"MU";"5107925";"Sorriso (MT)";"58888";"-";"750";"249147";"19500";"315";"6786";"3400000";"285000";"-"
"MU";"5107941";"Tabaporã (MT)";"174995";"148";"1514";"1648";"650";"75";"2304";"21114";"14278";"-"
"MU";"5107958";"Tangará da Serra (MT)";"266508";"28";"2060";"7647";"1527";"871";"3823";"3007442";"346265";"3000"
"MU";"5108006";"Tapurah (MT)";"52507";"1";"797";"398131";"28639";"141";"1980";"4493757";"19093";"-"
"MU";"5108055";"Terra Nova do Norte (MT)";"268099";"38";"2879";"4975";"1465";"67";"3938";"44768";"38960";"-"
"MU";"5108105";"Tesouro (MT)";"88122";"-";"2177";"1809";"505";"149";"2115";"9979";"5915";"-"
"MU";"5108204";"Torixoréu (MT)";"130516";"111";"1676";"1808";"339";"9";"792";"12966";"4434";"-"
"MU";"5108303";"União do Sul (MT)";"31992";"15";"176";"1324";"400";"67";"985";"7972";"5600";"-"
"MU";"5108352";"Vale de São Domingos (MT)";"114142";"21";"1528";"1040";"152";"99";"970";"15870";"12175";"-"
"MU";"5108402";"Várzea Grande (MT)";"23065";"7";"1235";"7645";"505";"224";"1783";"21841";"10315";"-"
"MU";"5108501";"Vera (MT)";"23540";"19";"289";"140000";"6500";"58";"8476";"657066";"14500";"-"
